assists,champLevel,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,teamId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
6,11,2234,2234,5319,9,0,0,0,0,0,0,0,8895,8760,0,0,2,192,0,1,210,1094,994,7223,4,0,4,1,100,0,66773,10211,8244,0,28,67868,11206,15709,1881,152,478,2,0,0,0,242,1,15,0,4,6,1
7,15,46358,256,10843,1,2,0,1,0,0,1,0,13007,11900,0,1,12,0,11,3,134,7756,779,3905,170,45,83,2,100,0,179831,17030,11211,0,21,204928,19527,16136,7888,29,448,1,1,17340,1718,1019,1,26,9,5,10,1
4,14,8150,6761,20722,5,1,0,0,0,0,0,0,10057,8483,0,2,6,488,2,2,446,3913,2263,5853,6,1,1,3,100,0,108879,15053,20891,0,7,117394,21918,28449,8119,184,66,6,0,4601,4601,1705,2,13,2,2,8,1
2,13,3724,2900,9201,5,1,0,0,0,0,0,0,9002,9035,0,1,5,0,3,2,487,83493,9769,6404,4,4,0,4,100,0,11468,1223,8580,0,24,96442,10993,15173,2469,160,213,1,0,1480,0,188,1,24,4,5,7,1
11,11,1904,0,11070,2,1,0,0,0,0,0,0,7746,6825,0,2,5,0,3,3,476,829,391,5711,4,0,0,5,100,0,19253,5867,7447,0,24,30583,8990,13278,906,42,119,1,1,10499,2731,120,0,66,11,12,30,1
6,13,5647,3569,6704,2,0,0,0,0,0,0,0,8693,8025,0,2,5,0,3,1,760,62677,13992,4995,4,0,4,6,200,0,14747,1993,10024,0,18,81506,15985,15624,2697,155,42,1,0,4081,0,605,1,12,3,2,5,0
11,10,5,0,13121,7,0,0,0,0,0,0,0,5656,5350,0,0,2,0,0,1,307,8375,4748,2714,0,0,0,7,200,0,3307,1325,9199,0,46,14458,6074,13324,4219,26,93,5,0,2775,0,1411,0,38,8,5,22,0
6,13,2474,590,7126,6,1,0,0,0,0,0,0,9873,10200,0,2,7,0,4,2,581,11296,3731,2122,4,0,4,8,200,0,90268,12879,10076,0,1,101564,16610,13041,796,169,97,1,0,0,0,842,0,21,4,4,10,0
8,12,1978,0,23467,7,1,0,0,0,0,0,0,9335,9225,0,2,7,0,5,2,425,54916,3929,3763,84,4,63,9,200,0,39204,6456,16850,0,23,96962,11430,22981,5229,23,311,1,0,2842,1044,2367,0,22,5,4,4,0
3,12,2397,2397,18292,10,0,0,0,0,0,0,0,7045,4950,0,0,1,0,0,1,383,1160,1160,1865,0,0,0,10,200,0,60452,10375,18181,0,19,70615,13766,23872,1997,132,107,1,0,9002,2230,3825,1,12,1,0,8,0
9,15,6397,5647,12230,6,0,0,0,0,1,0,0,10804,10325,1,0,3,0,0,1,403,1255,1006,5434,25,5,8,1,100,0,135622,11371,14888,0,129,146355,13429,20738,4396,184,283,1,0,9477,1052,415,3,35,7,8,14,1
12,12,643,266,10507,3,0,0,0,1,0,0,0,6357,5750,0,0,0,0,0,0,608,8255,3638,6774,0,0,0,2,100,0,4679,1327,8612,0,22,16044,4965,15464,4950,25,142,5,0,3110,0,78,1,74,12,8,45,1
4,14,15956,4435,8029,2,1,0,0,1,0,0,0,10385,9650,0,1,4,427,4,2,528,1095,326,3160,8,4,0,3,100,0,84759,7646,8701,0,9,105567,11428,11966,3180,214,43,2,0,19713,3455,104,2,19,0,6,7,1
8,15,10489,1414,8435,1,1,0,0,1,0,0,0,11701,10675,0,2,7,0,5,2,1282,153754,14485,6378,137,5,112,4,100,0,6246,81,10427,0,15,166668,15746,17014,9634,52,176,1,0,6667,1179,208,0,20,1,4,2,1
6,16,24468,7251,30359,3,1,0,1,1,0,0,1,14731,13308,0,1,11,0,9,2,709,1265,1265,7821,29,12,7,5,100,0,141837,15863,20921,0,27,185586,25685,30233,4327,190,263,1,0,42484,8556,1490,3,16,1,2,7,1
3,13,4838,2680,11145,4,0,0,0,0,0,0,0,9800,9125,0,1,4,0,4,1,1155,12449,3117,3839,8,0,8,6,200,0,93061,13994,7576,0,6,106503,17818,14536,1373,186,101,2,0,993,707,3121,2,17,1,6,8,0
5,12,19613,0,18102,4,0,0,0,0,0,0,0,8944,8500,0,1,6,0,5,1,853,18739,1098,5324,95,0,68,7,200,0,83588,8653,15067,0,10,112649,10031,23264,6166,26,297,1,0,10321,279,2872,0,34,13,9,19,0
3,13,4326,3511,16156,10,1,0,0,0,0,0,0,9394,9308,0,1,3,0,2,2,267,15771,2648,5568,0,0,0,8,200,0,72364,11519,15006,0,8,92202,14359,24647,1513,156,28,1,0,4066,191,4072,1,13,1,1,9,0
6,10,1014,348,8011,4,0,0,0,0,0,0,0,5624,5425,0,0,0,0,0,0,535,21372,8698,2666,0,0,0,9,200,0,6903,993,6419,0,25,28404,9820,10399,1329,16,208,4,0,128,128,1312,0,59,13,9,34,0
2,13,2298,996,17162,3,0,0,0,0,0,0,0,8482,7735,0,0,2,0,0,1,828,97833,9858,3893,4,0,4,10,200,0,5333,180,9287,0,18,106693,10424,16045,2216,185,48,1,0,3527,384,2864,0,18,2,3,10,0
6,14,18573,2763,9158,2,3,0,1,0,0,0,0,14710,14833,0,2,13,0,10,3,1248,13968,4636,6869,39,11,15,1,100,0,157504,18580,11323,0,1,175300,23476,18327,952,205,70,3,1,3828,260,134,2,34,6,8,15,1
6,16,9396,7678,9274,4,2,0,0,0,0,0,1,14235,11100,0,3,13,0,6,2,389,111107,17222,7671,12,8,4,2,100,0,20006,1629,12806,0,23,141071,19520,20808,8376,191,104,1,0,9958,668,331,4,25,4,5,9,1
10,14,23918,562,22156,6,0,0,0,0,0,0,0,9418,8695,0,1,4,0,2,1,513,38782,776,12112,99,11,56,3,100,0,59951,5178,14299,0,24,117305,8977,26711,6636,44,236,1,0,18571,3022,300,0,42,9,10,9,1
19,13,1327,456,10347,4,0,0,0,0,0,0,0,7413,7275,0,0,1,0,0,1,642,15812,4745,6410,0,0,0,4,100,0,6018,1416,6378,0,24,25863,6162,12961,5285,35,198,5,0,4032,0,173,0,86,11,12,52,1
11,16,8362,2153,22496,4,0,0,0,0,0,0,0,11260,10803,0,1,5,0,2,1,728,330,330,14922,8,0,4,5,100,0,103792,16062,12212,0,25,124448,20494,27590,5306,173,154,1,0,20326,4101,455,0,17,2,1,8,1
12,11,1090,705,11150,11,0,0,0,0,0,0,0,6615,6000,0,0,1,0,0,1,343,14196,5840,5379,0,0,0,6,200,0,5160,1250,9779,0,57,19356,7090,15392,841,16,180,1,0,0,0,234,0,58,16,8,38,0
9,15,4408,1400,7548,8,0,0,0,0,0,0,0,10660,10700,0,2,5,0,2,1,470,126620,17738,5313,8,0,8,7,200,0,11161,2277,8043,0,32,140114,20015,14883,1604,210,329,1,0,2331,0,1525,1,17,4,2,9,0
9,15,15385,136,25513,4,0,0,0,0,0,0,0,11777,11800,0,2,7,0,5,1,1007,33033,2258,7589,120,12,76,8,200,0,110350,13541,14704,0,20,152046,16653,24524,7336,33,435,1,0,8662,854,2230,0,33,11,4,17,0
2,14,4033,2578,10862,7,1,0,0,0,0,0,0,10991,10800,0,1,6,0,4,4,904,87633,18637,8700,4,0,4,9,200,0,14850,2011,16695,1,4,111613,20946,28617,16146,174,110,1,1,9130,297,3222,1,20,4,1,12,0
0,13,2641,2350,8490,6,0,0,0,0,0,0,0,9042,7550,0,0,1,653,0,1,645,5289,657,3698,0,0,0,10,200,0,109210,8369,9050,0,21,117820,9269,13586,2014,222,106,3,0,3321,242,838,1,25,2,15,9,0
2,12,1103,0,6450,4,1,0,0,0,0,0,0,9842,9460,0,3,9,0,5,2,490,58732,13533,7942,6,0,6,1,100,0,7803,1217,8112,0,20,70073,15639,16451,1500,108,89,5,0,3537,888,396,0,11,0,2,7,0
7,11,1805,650,22612,5,1,0,0,0,0,0,0,7842,6000,0,1,3,0,2,2,975,17513,889,11007,83,0,67,2,100,0,58364,6376,15451,0,19,86272,9524,27347,4743,20,264,1,0,10394,2258,888,0,22,6,4,6,0
2,11,274,174,16632,11,0,0,0,0,0,0,0,6403,6258,0,0,2,0,0,1,324,23939,3366,7408,4,0,4,3,100,0,33077,7346,14426,0,18,59736,10712,23067,1453,110,193,1,0,2720,0,1232,0,13,3,3,8,0
6,10,922,922,21988,8,0,0,0,0,0,0,0,5210,4800,0,0,0,0,0,0,371,8723,3333,5845,0,0,0,4,100,0,7394,1410,9936,0,35,25093,5419,16942,0,31,170,0,0,8975,675,1160,0,25,8,4,17,0
6,11,2451,2451,5917,7,0,0,0,0,0,0,0,8692,7600,0,1,4,184,4,1,477,1706,1406,7655,4,0,4,5,100,0,70730,12860,8284,0,45,75956,14266,16121,2405,148,555,3,0,3520,0,181,1,20,2,5,8,0
24,12,623,484,7646,5,0,0,1,0,0,0,0,7753,6425,0,0,2,0,0,1,356,13789,6163,4486,0,0,0,6,200,0,4582,1025,8110,0,16,23503,7189,14180,2774,41,132,3,0,5131,0,1584,1,45,8,13,19,1
11,12,7067,7067,7071,4,2,0,0,1,0,0,0,12026,9833,0,2,11,0,6,2,599,13448,7660,4511,11,3,8,7,200,0,101896,19621,9952,0,5,116532,27950,15271,1587,160,70,1,0,1188,668,807,4,22,2,3,8,1
8,12,2479,2479,5022,6,1,0,0,0,0,0,0,9402,8925,0,3,7,0,3,2,631,69731,20491,5362,8,0,8,8,200,0,9038,1433,6445,0,33,84770,21975,13436,2045,132,175,1,0,6000,50,1628,1,19,6,4,7,1
9,12,30867,2036,10910,2,0,0,0,1,0,0,0,9818,8525,0,2,9,0,4,1,620,4993,0,5428,98,6,61,9,200,0,90218,8016,13376,0,22,114306,10882,20539,11093,21,230,1,0,19094,2865,1734,0,16,6,2,6,1
8,14,12644,3159,10795,1,1,0,0,0,1,0,1,10530,9450,1,1,6,0,6,2,1300,14246,3859,5117,35,12,9,10,200,0,107491,14226,11201,0,29,122265,18362,20387,3420,147,426,1,0,528,276,4068,1,22,2,5,6,1
10,15,16561,5761,7594,3,0,0,0,0,1,0,0,13518,12358,1,1,2,0,2,1,587,20954,7988,6065,17,4,9,1,100,0,152748,15177,8985,0,2,182277,23550,15351,2554,252,29,3,0,8575,384,300,3,41,3,18,11,1
10,13,3866,2817,24915,3,0,0,0,1,0,0,0,7665,6975,0,0,1,0,0,1,701,12094,4168,3638,0,0,0,2,100,0,9014,1196,8991,0,42,27583,5878,13637,958,35,257,1,0,6473,514,1007,1,79,13,9,48,1
5,15,13142,1561,21792,2,2,0,0,1,0,0,0,13347,11010,0,2,10,0,5,2,618,146653,16302,9991,145,17,101,3,100,0,22621,515,22079,0,22,189762,17929,33243,21117,34,497,1,0,20487,1111,1172,1,26,7,6,8,1
4,15,1614,1614,11810,8,0,0,0,0,0,0,0,10761,10033,0,0,2,0,0,1,496,26769,3468,10246,8,0,8,4,100,0,105857,5267,9878,0,16,144224,9134,23135,4327,210,116,1,0,11598,398,3010,2,26,4,5,13,1
3,16,22734,10475,8619,5,1,0,0,1,0,0,0,12814,12050,0,1,6,0,3,2,712,15800,3925,3945,16,3,7,5,100,0,164445,19828,9267,0,7,181481,23817,14278,1435,222,88,1,0,1236,64,1065,2,30,3,10,6,1
7,15,8933,4395,12672,6,1,0,0,0,0,0,0,11930,10950,0,2,6,0,2,2,482,127693,19595,9201,10,0,9,6,200,0,13780,1549,10518,0,28,144454,21557,20312,2553,198,338,1,0,2981,412,592,2,28,5,4,13,0
6,14,10315,1718,9141,5,0,0,0,0,0,0,0,11416,10325,0,1,4,0,2,1,692,23881,4960,6528,22,2,16,7,200,0,142801,9240,8810,0,0,166683,14201,15574,3549,229,3,3,0,0,0,235,0,15,1,5,9,0
12,13,70,70,13228,5,0,0,0,0,0,0,0,6992,6350,0,0,1,0,0,1,704,12322,5529,7878,0,0,0,8,200,0,5194,1545,10347,0,30,22182,7075,18630,4435,34,179,4,0,4665,0,404,0,95,14,10,64,0
5,14,21592,1333,27718,1,2,0,1,0,0,1,0,11186,10575,0,1,8,0,8,2,1726,29687,948,8412,121,8,63,9,200,0,70210,5491,15852,0,26,116997,10219,25004,6819,34,306,1,0,17099,3780,739,0,58,11,19,10,0
5,15,5077,2632,16760,4,0,0,0,0,0,0,1,10932,10508,0,0,2,0,0,1,603,424,424,5747,10,4,5,10,200,0,101847,7044,14585,0,11,122543,9811,20832,855,209,171,1,0,20271,2342,500,1,20,5,2,7,0
5,11,18027,408,16422,3,0,0,1,0,0,0,0,7367,7125,0,0,2,0,0,1,679,23405,476,4358,96,0,67,1,100,0,61127,4565,14525,0,15,103115,7319,19230,5342,16,251,1,0,18582,2276,346,0,30,9,5,10,0
8,13,7923,2134,6244,6,0,0,0,0,0,0,1,10628,10875,0,1,5,2331,3,1,436,3020,393,3971,16,0,12,2,100,0,108187,8479,9597,0,12,114527,9006,13663,2132,184,96,3,0,3319,134,94,1,16,1,4,7,0
10,11,877,497,10043,7,0,0,0,0,0,1,0,7511,6385,0,0,3,0,0,1,645,189,189,4845,2,0,0,3,100,0,10545,6078,9624,0,18,16243,7632,14864,2164,21,75,1,0,5508,1364,395,0,61,11,5,44,0
2,14,2212,2212,5537,6,0,0,0,0,0,0,0,10025,9550,0,0,4,0,0,1,463,103464,9553,4608,8,0,8,4,100,0,10409,1424,7011,0,7,114715,11807,11755,1147,197,269,1,0,842,830,135,1,20,6,3,11,0
3,14,4120,2370,15718,8,1,0,0,0,0,0,0,11933,10708,0,2,8,0,3,2,374,20366,6441,13568,9,6,1,5,100,0,100840,14915,14117,0,11,126398,21524,28505,6747,180,90,1,0,5192,168,819,1,13,1,1,7,0
7,13,7450,3377,5902,6,1,0,0,0,0,0,0,12065,11650,0,1,9,896,6,2,514,1922,1129,2974,0,0,0,6,200,0,112028,20808,9370,0,13,114695,22161,13192,851,192,47,3,0,744,224,847,2,28,0,15,6,1
16,12,2410,184,6149,4,0,0,0,0,0,0,0,7194,6850,0,0,2,0,0,1,673,10434,5142,2310,0,0,0,7,200,0,4030,557,6884,0,31,18140,5700,10021,876,34,58,1,0,3675,0,827,0,53,8,11,24,1
7,15,10724,5298,13784,4,1,0,0,0,0,0,0,12580,11535,0,3,11,0,6,3,450,117329,20412,6079,20,0,17,8,200,0,6489,593,14715,0,21,126856,21037,22469,6986,172,400,1,1,3037,32,1674,1,16,4,1,7,1
16,13,1612,0,7095,7,0,0,0,0,0,0,0,6880,6625,0,0,1,0,0,1,446,27364,2775,4078,0,0,0,9,200,0,6477,1090,7254,0,17,35792,4303,12402,10403,83,193,10,0,1951,437,1070,0,15,1,5,7,1
10,15,28542,34,11298,1,1,0,0,0,0,0,0,11293,10950,0,2,7,0,5,2,1112,5582,763,4865,150,17,99,10,200,0,170355,11238,10561,0,17,184608,13099,15780,7029,39,407,1,0,8671,1097,354,0,14,1,7,1,1
9,12,2857,2857,6229,6,0,0,0,0,0,0,0,9013,8800,0,1,3,1564,2,1,369,5168,1319,6214,8,0,4,1,100,0,87600,15231,8216,0,26,93186,16811,15045,2569,148,121,3,0,418,260,615,1,18,2,2,8,0
7,13,11394,949,13297,6,0,0,0,0,0,0,1,8785,7675,0,0,2,0,0,1,224,6481,743,6295,119,26,69,2,100,0,134936,12098,13627,0,23,150934,14112,21420,5586,43,433,1,0,9517,1270,1498,1,22,6,2,10,0
6,14,5218,5135,6926,2,1,0,0,0,0,0,0,10868,10515,0,2,7,0,4,2,1023,91370,14941,3982,12,0,8,3,100,0,16365,2752,8829,0,31,112918,19758,13527,4651,178,124,3,0,5182,2064,715,0,19,1,2,7,0
6,10,516,516,8963,10,0,0,0,0,0,0,0,7154,6425,0,0,4,0,0,1,337,1483,161,6759,5,0,0,4,100,0,17853,9376,10101,0,18,26352,10296,17364,343,27,50,1,0,7015,758,504,0,50,9,5,29,0
2,14,4659,3229,9987,4,0,0,0,0,0,1,0,10235,10183,0,1,3,0,2,1,452,23075,2559,4293,10,0,7,5,100,0,82465,6167,10442,0,11,105968,8875,15820,2408,191,101,1,0,428,148,1084,1,10,0,1,6,0
8,14,17806,11254,9194,5,1,0,1,0,0,0,0,12840,10275,0,1,8,936,6,2,562,3459,1241,2564,6,1,4,6,200,0,149225,17131,12839,0,12,153988,18502,16351,2931,214,65,3,0,1304,130,947,4,12,1,3,5,1
17,12,3524,2394,16291,1,0,0,0,0,0,0,0,7501,7400,0,0,1,0,0,1,1169,9938,3189,3022,0,0,0,7,200,0,9614,1600,9494,0,21,26199,4789,12994,12783,28,66,5,0,6646,0,477,0,43,8,6,19,1
9,13,1101,704,8036,4,0,0,0,0,0,0,0,9383,9265,0,1,3,0,2,1,537,74278,8981,6416,0,0,0,8,200,0,13051,1580,11650,0,20,94151,10731,19089,4387,152,96,1,0,6822,170,1021,0,12,1,2,8,1
8,13,17829,0,16601,2,1,0,0,0,0,0,0,10050,9600,0,1,8,0,7,2,1005,94573,11131,5433,108,13,66,9,200,0,19756,660,18590,0,14,120081,12385,24844,13709,31,319,1,0,5752,594,820,0,33,6,7,7,1
3,14,6147,2840,15552,7,1,0,0,0,0,0,0,9947,9295,0,1,8,0,3,2,337,1149,1149,4776,6,0,5,10,200,0,79036,11317,15801,0,24,92620,15991,21810,1190,132,213,1,0,12433,3523,1233,1,15,3,1,8,1
12,18,14335,3351,26484,5,1,0,1,1,0,0,0,16306,13770,0,2,7,0,3,2,662,180314,24455,9111,12,4,3,1,100,0,28043,3418,22744,0,24,224519,28370,35228,11852,245,63,2,0,16161,496,3372,0,35,9,1,13,1
8,18,43377,9918,18971,2,2,0,0,0,1,0,0,20930,21170,2,3,10,1908,5,3,1333,10601,1896,5698,59,3,40,2,100,0,389873,36428,18160,0,12,406720,39371,24701,6982,351,164,3,1,6245,1045,842,5,60,4,23,15,1
11,18,24594,5907,6808,0,1,0,0,0,0,0,0,17642,15900,1,1,8,427,8,2,0,260368,30104,3267,52,4,40,3,100,0,20835,2250,8474,0,24,300795,36157,12355,3643,275,223,4,0,19591,3802,614,2,60,2,4,17,1
17,18,42662,3200,62711,2,0,0,0,0,0,0,0,14676,13325,0,1,5,6,4,1,1801,59576,3167,15288,149,12,90,4,100,0,113913,6828,32278,0,35,194515,11807,52113,30761,58,655,1,0,21026,1811,4546,3,57,11,17,12,1
16,16,5206,819,17825,3,0,0,0,0,0,0,0,10702,9400,0,0,1,0,0,1,1560,24299,6572,3814,4,0,0,5,100,0,6324,1592,16940,0,23,38261,8710,23573,9852,44,200,8,0,7636,545,2818,0,145,16,18,94,1
3,17,17157,1424,41390,5,0,0,0,0,0,0,0,14263,13350,0,1,5,0,3,1,829,46288,1489,13837,152,16,102,6,200,0,158511,11813,24276,0,22,216967,14402,39573,10897,76,590,1,0,12167,1099,1459,1,50,9,16,21,0
6,17,3549,681,17782,9,1,0,0,0,0,0,0,13481,12650,0,1,4,0,2,2,652,191723,21168,17220,20,0,16,7,200,0,12947,901,11271,0,15,209071,23750,30238,4059,242,605,1,0,4401,1681,1746,0,41,12,10,18,0
6,18,18951,12118,38923,4,0,0,0,0,0,0,1,19658,18325,1,0,2,853,0,1,909,4581,1280,5759,74,0,63,8,200,0,416727,33215,15121,0,33,439992,36597,22297,4360,395,335,3,0,18684,2102,1416,4,43,7,14,18,0
7,15,1744,986,18343,4,0,0,0,0,0,0,0,8442,8350,0,0,0,0,0,0,1094,10337,4133,10276,0,0,0,9,200,0,3922,703,9133,0,24,21122,6146,20245,2947,41,91,5,0,6862,1310,835,0,100,20,19,54,0
3,18,3251,3007,45669,9,0,0,0,0,0,0,0,13644,13283,0,0,1,0,0,1,907,89698,4886,23300,5,0,5,10,200,0,107970,15869,17925,0,33,218409,20755,43469,8983,279,694,1,0,20740,0,2244,1,43,4,10,13,0
4,9,65,65,5408,6,0,0,0,0,0,0,0,4835,4675,0,0,0,0,0,0,460,9085,2175,5064,0,0,0,1,100,0,4870,935,4772,0,11,16543,3111,10305,1746,29,113,5,0,2587,0,468,0,53,13,4,43,0
3,11,26732,0,9273,3,0,0,1,0,0,0,0,6984,6875,0,0,1,0,0,1,759,6448,274,6669,110,4,74,2,100,0,100839,5133,12629,0,6,120721,5567,19638,10722,25,302,1,0,13432,159,339,1,25,4,9,4,0
1,13,3414,3414,8819,2,0,0,0,0,0,0,0,9128,8458,0,1,6,0,6,1,1127,742,742,5978,0,0,0,3,100,0,67209,8374,5124,0,12,81013,12592,11361,745,163,159,1,0,13061,3474,258,1,27,2,7,7,0
1,12,1598,1213,3261,3,0,0,0,0,0,0,1,7908,7650,0,0,2,187,0,1,691,911,711,4868,3,0,1,4,100,0,62323,5724,4046,0,18,70339,6435,9020,774,168,444,2,0,7105,0,105,1,21,2,2,8,0
1,12,1687,1019,3786,3,0,0,0,0,0,0,0,7032,6350,0,0,1,0,0,1,872,57398,6547,5983,8,0,8,5,100,0,11974,844,4262,0,9,71710,8568,10469,2373,158,88,1,0,2337,1176,224,0,16,4,4,10,0
7,14,18090,25,8934,0,0,0,0,0,0,0,0,9239,7250,0,1,4,0,4,1,0,6264,479,1356,125,19,72,6,200,0,126609,6140,9826,0,12,145781,7491,11214,6417,43,440,1,0,12907,871,31,0,26,5,9,7,1
4,14,809,809,3425,1,1,0,0,0,0,0,0,10049,9525,0,2,8,0,6,2,913,54198,12541,2760,8,0,8,7,200,0,18146,1094,4975,0,9,72661,13951,8399,1751,178,15,1,0,316,316,663,1,19,4,8,10,1
10,10,1487,395,5647,3,0,0,0,0,0,0,0,5643,4250,0,0,0,0,0,0,871,5398,1738,3022,0,0,0,8,200,0,3245,519,3482,0,12,14323,2465,7543,195,35,41,1,0,5680,207,1038,0,55,6,12,23,1
4,12,13785,2988,3737,1,0,0,0,0,0,0,0,8149,7200,0,1,3,0,3,1,417,6982,2650,2789,8,3,0,9,200,0,74179,6171,5257,0,0,87543,8822,8337,786,172,20,3,0,6382,0,290,0,17,2,3,8,1
4,13,2184,1410,10415,5,0,0,0,0,0,0,0,8072,7335,0,1,2,0,2,1,262,59228,9212,2341,0,0,0,10,200,0,4245,52,11339,0,12,63474,9264,16467,4966,159,241,1,0,0,0,2787,1,15,3,4,7,1
6,10,224,51,8642,5,0,0,0,0,0,0,0,5125,4350,0,0,1,0,0,1,245,13238,2991,3558,0,0,0,1,100,0,6408,1351,4467,0,25,23713,4343,8130,0,50,133,0,0,4066,0,104,0,35,6,8,23,0
4,9,0,0,6585,8,0,0,1,0,0,0,0,5527,4625,0,1,2,0,2,1,234,31581,4712,7390,0,0,0,2,100,0,6563,890,6965,0,16,40630,5832,15325,884,79,128,2,0,2486,230,969,0,15,5,3,10,0
0,11,4940,2923,8165,6,0,0,0,0,0,0,0,6226,6300,0,0,0,0,0,0,342,66948,10789,6095,4,0,0,3,100,0,9010,685,10288,0,31,82049,11475,16741,3691,141,283,1,0,6090,0,356,1,5,0,0,3,0
3,9,4042,0,7597,3,0,0,0,0,0,0,0,5873,5075,0,0,3,0,0,1,525,10861,179,4474,72,4,60,4,100,0,44763,3787,7757,0,15,61835,4950,12308,3692,15,147,1,0,6210,983,77,0,18,3,5,3,0
3,10,1679,1679,5433,7,0,0,0,0,0,0,0,8579,8125,0,1,5,686,3,1,402,768,488,4996,0,0,0,5,100,0,64002,10779,5599,0,14,64851,11348,11011,810,144,22,2,0,80,80,415,0,11,1,6,5,0
9,9,2851,2340,2585,2,0,0,0,0,0,0,0,6061,5325,0,1,3,0,2,1,442,19521,6613,1357,0,0,0,6,200,0,2082,438,3820,0,12,21761,7210,5364,166,11,141,1,0,158,158,186,0,34,7,5,22,1
6,12,7584,2960,4410,2,0,0,0,0,0,0,0,9228,5600,0,1,8,0,8,1,163,74972,9097,2151,16,4,4,7,200,0,10308,1401,7554,0,10,86881,11167,9875,3952,134,345,1,0,1600,668,170,2,16,2,2,6,1
10,11,3421,2404,15677,0,0,0,0,0,0,1,0,7570,5800,0,1,5,0,5,1,0,43057,8193,10192,0,0,0,8,200,0,15116,3399,8324,0,40,58174,11593,18843,8374,97,272,1,0,0,0,326,0,13,2,1,8,1
9,11,4124,4124,3632,4,0,0,0,0,0,0,0,7435,5200,0,0,2,584,0,1,282,1660,73,1308,4,4,0,9,200,0,70879,4861,6406,0,13,72540,4935,8225,1173,138,41,2,0,0,0,510,2,16,2,13,8,1
7,13,21992,1951,9380,3,1,0,0,0,0,0,1,10390,9200,0,3,11,0,5,2,571,4961,1053,5981,99,11,62,10,200,0,116840,12469,10370,0,132,128129,14620,16452,8572,27,378,1,0,6327,1096,100,1,9,1,0,3,1
5,14,18315,15928,17373,4,2,0,0,0,1,0,1,13769,12158,1,3,11,591,6,5,402,1432,772,7952,19,7,4,1,100,1,119379,14012,14653,1,11,126339,18436,23489,8663,165,111,5,1,5527,3651,883,3,14,1,1,4,1
13,13,5770,1762,4146,3,0,0,0,1,0,0,0,9173,5425,0,1,5,350,3,1,669,0,0,1274,5,2,3,2,100,0,57517,11750,6724,0,27,58942,11750,8242,5790,136,97,5,0,1425,0,243,1,14,1,5,7,1
17,11,2137,345,10522,3,0,0,0,1,0,0,0,6951,5300,0,0,1,0,0,1,665,8647,4731,1865,0,0,0,3,100,0,5624,919,10093,0,28,18803,5825,12045,2326,40,83,5,0,4531,174,86,0,45,8,13,27,1
12,15,42728,1920,16022,3,0,0,0,1,0,0,0,12477,9075,1,2,9,0,4,1,368,163968,14353,6914,162,36,81,4,100,0,23186,1190,16461,0,5,196532,16313,24352,20029,30,93,5,0,9377,769,976,3,24,5,7,6,1
11,14,3065,3065,26945,2,0,0,0,1,0,0,0,8921,7700,0,1,3,0,2,1,801,17049,1770,7323,0,0,0,5,100,0,63036,9986,13674,0,24,86937,13869,22088,388,150,257,1,0,6852,2112,1089,1,17,2,8,9,1
7,11,10874,432,18366,6,0,0,0,0,0,0,0,8760,8725,0,2,5,0,2,1,672,16923,1845,5134,80,4,58,6,200,0,67336,9405,16953,0,13,93721,11908,23838,4966,22,351,1,0,9461,657,1750,1,25,4,3,12,0
2,13,3432,2147,7500,6,2,0,0,0,0,0,0,10408,10250,0,2,5,0,2,2,505,54143,8955,4360,5,0,2,7,200,0,29752,3799,8535,0,19,85147,13316,14467,2639,177,119,1,0,1252,562,1571,1,20,2,3,6,0
5,11,0,0,10732,6,0,0,0,0,0,0,0,6607,6550,0,0,1,0,0,1,471,54084,10227,6526,2,0,2,8,200,0,5453,826,9180,0,29,77327,12263,17234,6168,117,267,1,0,17789,1209,1527,0,19,4,3,7,0
6,12,2474,2474,7135,7,0,0,0,0,0,0,0,8020,7950,0,0,1,306,0,1,496,2862,931,3637,0,0,0,9,200,0,77673,13057,11166,0,12,82301,13989,15598,1972,172,164,3,0,1765,0,794,1,16,4,4,10,0
6,10,2077,1440,6545,4,0,0,1,0,0,0,0,6534,5675,0,1,3,0,2,1,521,1673,0,2991,0,0,0,10,200,0,29868,10657,9007,0,20,37175,11508,13062,186,42,141,1,0,5633,851,1063,0,62,7,11,36,0
3,11,1179,1159,5890,4,0,0,0,0,0,0,0,5994,4700,0,0,0,0,0,0,581,8678,584,3214,0,0,0,1,100,0,45730,3711,7829,0,2,54408,4295,11286,378,138,17,1,0,0,0,242,0,9,1,0,6,0
