assists,champLevel,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,teamId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
24,18,2167,2167,13059,8,0,0,1,1,0,0,0,15406,14700,0,3,9,0,3,1,331,98077,26510,14990,0,0,0,5,100,0,3695,343,3738,0,80,110459,27900,19061,1871,104,249,1,0,8685,1046,332,1,0,0,0,0,1
21,18,1237,1237,14578,6,0,0,0,0,0,0,0,13822,12750,1,1,3,0,2,1,444,114206,21997,17333,0,0,0,6,200,0,1754,476,9471,0,57,115961,22473,27158,4647,94,755,1,0,0,0,354,1,0,0,0,0,0
13,18,1399,1399,32871,13,0,0,0,0,0,0,0,13540,11400,0,1,7,0,2,1,252,13076,6438,24518,0,0,0,7,200,0,60564,22645,11818,0,47,79219,30231,38392,6171,46,312,1,0,5577,1148,2055,1,0,0,0,0,0
18,18,1198,1198,8996,9,0,0,0,0,0,0,0,13224,11585,0,2,7,0,2,1,259,95311,30389,13492,0,0,0,8,200,0,1560,415,3702,0,56,102221,31472,18392,498,59,282,1,0,5349,667,1197,0,0,0,0,0,0
18,18,291,291,17521,12,2,0,0,0,0,0,0,16345,15583,0,6,16,566,3,3,298,98515,34611,25330,0,0,0,9,200,0,16842,8166,7612,0,4,115358,42777,34457,6807,73,92,1,1,0,0,1513,0,0,0,0,0,0
16,18,680,680,35211,12,1,0,0,0,0,0,0,13621,13100,0,2,10,0,3,2,189,50349,21355,18305,0,0,0,10,200,0,15530,9248,13297,0,4,67686,32175,32627,9220,36,31,1,0,1807,1571,1024,0,0,0,0,0,0
19,15,3236,1433,42905,7,0,0,0,1,0,0,0,9930,9575,0,1,4,0,2,1,568,659,405,12952,5,1,0,1,100,0,38361,13041,17659,0,46,58290,20768,31672,3042,36,150,1,0,19269,7321,1060,1,85,15,6,50,1
13,15,4401,717,29864,11,0,0,0,0,0,0,0,10012,8850,0,0,2,0,0,1,455,88167,16571,9414,5,0,5,2,100,0,9139,413,20472,0,17,97447,17126,31979,6262,147,321,1,0,141,141,2092,0,34,4,5,15,1
12,17,42505,2535,33060,6,2,0,0,1,0,0,1,16640,15825,0,4,13,0,4,2,569,5386,743,14020,138,32,69,3,100,0,201745,25881,15428,0,28,223952,28764,31166,11430,85,437,1,0,16819,2139,1716,2,49,5,15,4,1
24,18,21922,10256,16121,4,0,0,0,0,1,0,0,15317,13865,1,0,0,298,0,0,888,173839,18125,11392,56,17,25,4,100,0,33131,4994,12763,0,48,210001,23483,24747,7956,204,217,3,0,3030,363,592,3,34,1,2,13,1
8,17,27749,6458,16983,5,4,0,0,1,0,1,0,18759,18675,1,3,20,840,10,2,896,28795,8548,8731,30,10,12,5,100,0,180996,28908,14999,0,4,214582,38372,24084,6008,208,102,3,0,4790,915,354,3,54,36,8,15,1
10,16,6091,2200,49528,7,0,0,0,0,0,0,0,13163,13408,0,1,7,0,4,1,778,45040,4265,16174,8,0,8,6,200,0,72322,15543,20777,0,28,122193,19941,38853,5488,190,341,1,0,4830,132,1901,0,23,1,3,11,0
23,14,61,0,55405,12,0,0,0,0,0,0,0,8691,8175,0,0,3,0,0,1,344,27526,10665,9671,0,0,0,7,200,0,4740,1103,16304,0,81,41047,13117,28868,12348,42,253,5,0,8780,1348,2892,0,58,16,8,36,0
16,17,1545,0,47012,4,0,0,0,0,0,0,0,12816,11575,0,1,4,0,3,1,641,194033,28314,5426,4,0,4,8,200,0,4289,37,24078,0,49,200742,29301,31419,6232,261,127,2,0,2420,949,1913,0,23,3,5,12,0
5,15,13466,0,16931,9,0,0,0,0,0,0,0,10877,10725,0,1,6,0,2,1,343,8475,429,7536,113,4,81,9,200,0,153751,8578,22707,0,9,169433,9945,31527,14759,53,284,1,0,7207,937,1283,0,51,6,11,20,0
12,16,3539,614,24356,7,2,0,1,0,0,0,0,15321,15000,0,3,13,0,5,2,474,27867,10842,7774,12,0,12,10,200,0,147251,26520,16860,0,14,177893,38605,27610,3988,232,434,1,0,2774,1242,2974,0,12,2,4,9,0
5,11,1672,989,1004,0,0,0,0,0,0,0,0,6240,4335,0,0,1,0,0,1,0,58022,4184,1286,8,0,8,1,100,0,8437,353,1152,0,9,66460,4538,2539,248,132,146,1,0,0,0,100,0,13,2,2,8,1
3,9,678,678,2347,0,0,0,0,0,0,0,0,6313,5375,0,1,3,148,3,1,0,1592,1117,1614,0,0,0,2,100,0,40011,8097,3302,0,30,46853,9274,5127,554,123,406,2,0,5250,60,210,0,19,1,7,6,1
8,8,114,114,4553,1,0,0,0,0,0,0,0,4252,3475,0,0,0,0,0,0,778,3981,3170,2197,0,0,0,3,100,0,3555,780,2230,0,28,12554,3950,5000,539,23,115,4,0,5017,0,572,0,24,7,4,17,1
3,10,20382,1049,6150,2,1,0,1,0,0,0,1,8181,6175,0,2,8,0,5,2,680,3440,628,2703,81,28,29,4,100,0,78645,7815,8721,0,54,92049,9122,11954,6693,12,257,1,0,9964,679,530,3,17,4,2,4,1
5,11,4937,4142,7082,3,0,0,0,0,0,1,0,8250,6625,0,1,3,0,2,1,478,0,0,3845,13,1,8,5,100,0,78923,8451,8661,0,4,81763,8451,12753,1430,119,42,1,0,2840,0,245,1,12,3,1,6,1
2,8,6464,0,7393,4,0,0,0,0,0,0,0,4445,3725,0,0,0,0,0,0,256,12279,599,2768,72,17,36,6,200,0,44700,1624,12611,0,9,60604,2445,15637,7904,10,161,1,0,3624,222,258,0,21,5,4,4,0
2,7,2291,674,9535,2,0,0,0,0,0,0,0,3655,3050,0,0,0,0,0,0,609,6095,2138,2143,0,0,0,7,200,0,4401,624,5029,0,23,17138,3272,7203,187,23,137,2,0,6641,510,29,0,20,4,3,14,0
1,9,0,0,11441,5,0,0,0,0,0,0,0,4533,4350,0,0,1,0,0,1,294,20937,2468,1111,0,0,0,8,200,0,16559,3875,10413,0,9,44537,6344,11854,660,91,96,1,0,7040,0,329,0,8,2,0,7,0
1,12,1461,714,2608,1,0,0,0,0,0,0,0,7327,6450,0,1,4,0,4,1,915,51987,4156,2681,8,0,8,9,200,0,11004,1230,3522,0,13,73150,6315,6203,889,136,69,1,0,10158,927,0,0,10,2,4,3,0
2,9,3479,2511,3994,3,0,0,0,0,0,0,0,5914,5725,0,0,1,0,0,1,671,3313,1222,1601,1,1,0,10,200,0,45612,3263,5857,0,0,50731,4486,7582,1304,123,0,2,0,1805,0,123,1,25,2,5,12,0
5,10,16691,15955,3576,1,2,0,1,0,1,0,1,11393,7670,1,2,9,0,6,2,656,0,0,961,7,1,1,1,100,0,101157,15823,7464,0,8,101157,15823,8705,1007,144,90,2,0,0,0,280,5,11,1,0,5,1
5,12,20872,451,5780,0,1,0,0,0,0,0,0,8492,6375,0,1,8,0,8,2,0,85177,6526,2585,118,22,69,2,100,0,19264,927,10548,0,2,114155,7791,13331,10156,17,179,5,0,9714,337,197,1,13,3,0,2,1
3,11,3620,3620,5308,1,0,0,0,0,0,0,0,6483,6308,0,0,1,0,0,1,297,7440,837,2863,1,1,0,3,100,0,43434,5822,6791,0,2,50874,6660,9655,1176,119,24,1,0,0,0,0,1,9,2,0,7,1
11,9,1086,1086,8502,0,0,0,0,1,0,0,0,5131,3460,0,0,1,0,0,1,0,9429,1590,873,0,0,0,4,100,0,6653,1236,4213,0,21,20761,3117,5715,114,19,202,1,0,4678,290,628,1,27,2,1,10,1
6,11,2534,2534,4665,1,1,0,0,0,0,0,0,7578,6660,0,2,6,0,3,2,489,59087,8975,4086,13,5,4,5,100,0,5794,256,5749,0,14,64882,9231,10126,4973,118,230,1,0,0,0,290,0,9,0,2,4,1
1,9,0,0,4653,4,0,0,0,0,0,0,0,3945,3350,0,0,0,0,0,0,305,3626,1080,2864,0,0,0,6,200,0,31915,5427,5120,0,5,35541,6507,8033,0,74,83,0,0,0,0,48,0,7,0,1,3,0
0,6,0,0,7934,6,0,0,0,0,0,0,0,3028,4300,0,0,1,0,0,1,268,0,0,3655,0,0,0,7,200,0,7104,2396,5891,0,6,11591,3678,9732,120,17,23,1,0,4487,1281,186,0,3,0,0,1,0
1,6,0,0,3169,6,0,0,0,0,0,0,0,3543,2725,0,0,0,0,0,0,357,1957,879,1602,0,0,0,8,200,0,11785,1859,6658,0,0,13743,2739,8434,562,59,0,2,0,0,0,173,0,5,0,1,3,0
2,9,0,0,10462,5,0,0,0,0,0,0,0,4568,4695,0,0,1,0,0,1,488,48217,6580,6198,0,0,0,9,200,0,1482,190,7996,0,18,53933,6884,14387,195,101,43,1,0,4233,114,192,0,9,1,1,6,0
1,7,2897,0,6174,4,0,0,0,0,0,0,0,4782,4025,0,0,1,0,0,1,272,5265,92,4574,64,0,56,10,200,0,43375,2185,7533,0,0,51673,2277,12135,5724,0,61,1,0,3032,0,28,0,7,2,0,3,0
1,9,0,0,9684,6,0,0,0,0,0,0,0,5390,5250,0,0,3,238,0,1,295,1497,409,6236,0,0,0,1,100,0,28785,5496,8186,0,3,33237,7320,14507,3924,77,50,12,0,2954,1414,85,0,3,0,0,3,0
1,8,0,0,4455,7,0,0,0,0,0,0,0,4886,4525,0,0,3,0,0,1,292,3087,1033,5248,0,0,0,2,100,0,16964,3349,5528,0,0,20052,4382,10898,1118,57,0,4,0,0,0,122,0,4,1,2,1,0
1,10,277,277,4980,4,1,0,0,0,0,0,0,7040,6275,0,1,5,0,4,2,293,34741,10249,6280,4,0,4,3,100,0,8543,1811,6318,0,21,45041,13178,12706,691,100,74,2,0,1756,1116,108,0,8,1,0,5,0
1,7,1279,0,8681,6,0,0,0,0,0,0,0,3555,3175,0,0,0,0,0,0,263,6837,506,3878,40,0,31,4,100,0,26090,2285,7431,0,10,35098,2791,11566,2107,6,181,3,0,2170,0,257,0,14,4,1,5,0
2,7,0,0,6762,8,0,0,0,0,0,0,0,3221,1775,0,0,0,0,0,0,158,0,0,6581,0,0,0,5,100,0,6742,1974,4281,0,8,10212,2888,10909,658,20,30,1,0,3470,913,46,0,6,3,1,4,0
20,9,891,666,3755,3,0,0,0,0,0,0,0,6458,5650,0,1,3,0,3,1,595,15002,8326,1881,0,0,0,6,200,0,4135,1369,4031,0,20,19138,9695,6555,1409,9,136,4,0,0,0,642,0,35,6,3,18,1
5,11,9537,9537,2681,1,1,0,0,1,0,0,0,10546,8630,0,2,8,445,5,2,840,15411,1538,2436,0,0,0,7,200,0,68689,11218,4950,0,1,84101,12756,7483,1246,134,6,2,0,0,0,96,4,10,2,1,5,1
6,11,5927,5927,3640,3,2,0,1,1,0,0,0,8492,7500,0,1,9,0,7,2,649,46761,7731,2614,0,0,0,8,200,0,12082,2083,6502,0,5,59013,9985,11878,2395,103,113,1,0,170,170,2761,3,7,2,0,2,1
10,11,13881,190,10670,0,1,0,0,0,0,0,0,7766,4650,0,1,7,0,7,2,0,14091,849,2293,70,21,28,9,200,0,59327,6176,9695,0,12,80517,7473,12381,4606,30,304,1,0,7098,448,391,1,12,1,0,6,1
8,11,1511,1021,11627,4,0,0,0,0,0,0,0,6891,5925,1,1,4,7,3,1,445,41648,9038,3449,3,1,0,10,200,0,11188,2779,7635,0,2,55332,11817,12636,2561,94,15,1,0,2495,0,1551,0,11,1,1,4,1
4,12,1104,449,5515,0,0,0,1,0,0,1,0,6403,6125,0,1,4,0,4,1,0,52219,11234,4383,0,0,0,1,100,0,11537,2848,6766,0,16,63756,14083,11327,4024,105,228,1,0,0,0,177,0,12,1,1,6,1
6,12,7246,406,14786,1,1,0,0,0,0,1,0,9108,6625,0,1,7,0,7,3,423,17286,1017,3032,97,15,68,2,100,0,72702,6692,12641,0,9,97434,8368,16360,6739,10,335,1,1,7445,658,685,1,7,2,0,4,1
7,9,1242,1152,2724,1,0,0,0,0,0,0,0,5408,4635,0,0,1,0,0,1,398,15003,4661,1000,0,0,0,3,100,0,5783,862,3015,0,15,26043,5761,4408,172,43,107,1,0,5257,238,392,0,39,4,9,12,1
2,10,11275,2384,2550,4,0,0,0,0,0,0,0,7493,6175,0,1,4,0,3,1,418,5889,2194,959,0,0,0,4,100,0,53907,7362,4853,0,0,64554,9556,6053,583,151,0,2,0,4758,0,240,1,17,3,1,7,1
6,12,4186,2011,5529,1,0,0,0,0,0,0,0,8146,6650,0,1,3,0,3,1,235,76012,8472,3352,16,8,3,5,100,0,5484,472,6486,0,11,86676,8944,10897,4663,140,315,1,0,5180,0,1058,1,18,2,2,6,1
4,9,513,167,3956,3,0,0,0,0,0,0,0,6640,6475,0,1,2,0,2,1,454,4061,1670,3681,0,0,0,6,200,0,46687,4265,5272,0,0,50749,5936,9274,2389,119,2,3,0,0,0,320,0,5,0,1,4,0
3,8,1047,0,9778,4,0,0,0,0,0,0,0,4293,3725,0,0,1,0,0,1,405,0,0,5839,0,0,0,7,200,0,11107,3004,6181,0,13,19567,4301,12175,1286,31,49,1,0,8460,1296,154,0,26,5,0,15,0
0,11,371,0,9550,6,0,0,0,0,0,0,0,5061,3975,0,0,0,0,0,0,257,42825,4442,9260,0,0,0,8,200,0,11472,1667,6413,0,2,54298,6109,15753,3718,124,16,1,0,0,0,79,0,13,3,1,7,0
0,11,487,0,3502,4,1,0,0,0,0,0,0,6188,5625,0,1,3,0,3,2,373,49813,4114,5388,0,0,0,9,200,0,12260,1451,3479,0,4,64816,6566,8931,2097,139,40,7,0,2741,1000,64,0,11,1,0,6,0
4,9,18134,0,7047,4,0,0,0,0,0,0,0,5100,4675,0,0,1,0,0,1,733,4660,528,3991,80,8,41,10,200,0,64309,7503,11010,0,4,75146,8288,15281,7729,9,90,1,0,6177,256,279,0,13,2,2,3,0
12,10,1440,424,5645,4,0,0,0,0,0,0,0,5735,5400,0,0,0,0,0,0,492,12036,6352,2992,0,0,0,1,100,0,2220,700,5344,0,17,14256,7053,8336,1252,15,117,5,0,0,0,0,0,57,10,5,30,0
1,11,288,288,13541,11,0,0,0,0,0,0,0,6673,6158,0,0,1,0,0,1,228,911,911,10899,0,0,0,2,100,0,53027,7358,14367,0,19,65723,10602,25318,1280,128,127,1,0,11784,2331,51,0,11,0,2,6,0
9,13,6819,4011,27711,4,1,0,0,0,0,0,0,9053,8975,0,1,2,0,2,2,767,22044,943,10069,0,0,0,3,100,0,76876,7491,13914,0,17,109674,10215,24274,2679,177,237,1,0,10753,1779,291,1,19,1,5,7,0
5,12,6203,1978,5478,1,1,0,0,0,0,0,0,9762,9200,0,1,5,0,5,2,1284,9179,2981,1969,7,0,3,4,100,0,86521,6977,7663,0,0,95701,9959,9728,1297,186,0,3,0,0,0,96,0,12,0,2,9,0
6,13,10190,199,13650,3,0,0,0,0,0,0,0,9403,8450,0,2,7,0,4,1,935,110360,13035,8115,127,17,85,5,100,0,26397,1366,16685,0,8,141744,15487,24894,16456,21,164,4,0,4985,1085,93,1,47,4,12,15,0
4,12,5587,2588,4543,4,0,0,0,0,0,0,0,8744,7950,0,1,3,717,3,1,495,2734,117,5016,0,0,0,6,200,0,85133,10238,5738,0,21,87876,10355,11216,2627,152,88,2,0,8,0,461,2,9,18,4,5,1
3,13,31142,1522,20597,1,0,0,0,0,0,0,0,10098,8650,1,2,5,0,3,1,1214,21573,618,5417,129,20,68,7,200,0,100781,9195,14305,0,13,138084,10345,20624,6690,20,407,1,0,15728,531,901,2,32,7,6,14,1
8,13,2999,1718,5150,4,0,0,0,0,0,0,0,9106,7635,0,0,2,0,0,1,933,81155,16011,6065,8,0,8,8,200,0,10901,1456,4216,0,22,92056,17468,11118,116,164,226,1,0,0,0,836,0,19,7,2,13,1
9,11,3715,1942,7444,6,0,0,0,0,0,0,0,7147,6675,0,0,2,224,0,1,508,0,0,7608,0,0,0,9,200,0,24181,8182,8014,0,28,24181,8182,16918,7442,15,123,5,0,0,0,1295,0,60,10,10,35,1
4,16,15220,9520,19863,0,1,0,1,0,1,0,1,14340,9610,1,1,10,0,10,2,0,156751,15194,2756,17,11,0,10,200,0,21591,3997,11719,0,4,178343,19191,16177,6919,213,32,1,0,0,0,1701,5,27,3,5,10,1
5,13,3196,2195,13418,13,0,0,0,0,0,0,0,8760,8650,0,0,1,436,0,1,284,1759,886,5792,12,0,9,1,100,0,90447,13819,15371,0,18,92347,14846,22605,957,171,91,1,0,139,139,1442,0,19,2,6,6,0
3,15,4015,1304,26362,5,1,0,0,0,0,0,0,11828,11258,0,2,5,562,3,2,1079,2065,419,5899,8,0,3,2,100,0,137706,12739,21448,0,9,152340,18078,28016,6640,216,139,4,0,12568,4919,669,1,21,1,6,9,0
5,14,25913,1163,25132,8,1,0,1,0,0,0,0,13695,12300,0,2,9,0,2,2,671,5500,915,10053,104,17,63,3,100,0,132235,18188,16789,0,24,155651,22002,28863,6686,55,469,1,0,17915,2898,2021,1,29,5,7,5,0
3,13,741,741,11078,13,0,0,0,0,0,0,0,8609,7700,0,0,2,0,0,1,298,74878,11654,9446,0,0,0,4,100,0,9615,743,14823,0,24,84494,12398,25685,0,141,282,0,0,0,0,1415,0,18,2,2,8,0
9,12,336,336,16469,7,0,0,0,0,0,0,0,6822,6525,0,0,1,0,0,1,851,8636,5954,5541,0,0,0,5,100,0,5072,1052,13908,0,38,20327,7230,21020,1535,40,107,3,0,6618,224,1570,0,53,12,7,31,0
10,16,23907,4284,16108,3,1,0,0,1,0,0,0,14329,12350,0,3,15,0,8,2,1160,8630,3466,7369,152,58,52,6,200,0,185993,23754,19821,0,11,199173,28507,30743,18240,43,217,1,0,4549,1285,3552,2,38,7,5,11,1
12,15,17363,5898,9734,5,0,0,0,1,0,0,0,11274,11250,0,1,3,0,2,1,612,115012,16263,4267,8,4,4,7,200,0,5376,72,12585,0,14,131910,16597,17338,3447,190,158,1,0,11521,261,485,2,33,6,4,14,1
12,14,6685,3255,26357,3,0,0,0,1,0,1,0,9217,8800,0,1,4,0,4,1,925,1496,266,5854,8,0,4,8,200,0,37408,6442,14328,0,26,54218,10793,22556,3428,48,141,1,0,15313,4083,2373,0,60,12,7,30,1
9,16,10357,5919,10683,3,3,0,0,0,1,0,1,17477,15975,1,2,22,0,18,4,864,31322,13969,3145,22,0,17,9,200,0,128303,23267,15459,1,7,161744,38535,20818,8224,182,73,3,1,2118,1298,2214,4,35,13,6,10,1
7,16,4894,2634,21842,5,0,0,0,0,0,0,0,11356,11250,0,1,2,0,2,1,839,5919,1651,3052,12,0,5,10,200,0,146227,14049,18446,0,17,152303,15857,27166,8674,223,54,1,0,156,156,5667,1,14,1,2,9,1
8,11,2968,1692,5761,2,2,0,0,1,0,0,0,10585,8850,0,3,10,0,5,3,638,8741,5271,5067,4,0,0,1,100,0,78940,12435,7539,0,0,87771,17796,12671,3705,161,2,3,1,90,90,64,0,20,2,10,6,1
4,13,8017,7553,12918,3,0,0,1,0,1,1,0,10715,8658,1,1,8,0,7,1,208,23883,3920,3862,12,9,1,2,100,0,84499,10594,11617,0,18,109156,14810,15640,2057,150,123,1,0,774,296,160,3,16,5,3,10,1
7,12,2315,2315,4675,4,0,0,0,1,0,0,0,6965,6245,0,0,1,0,0,1,249,61674,6398,3319,12,0,12,3,100,0,12430,1792,8155,0,12,88482,9628,11602,3746,126,65,1,0,14378,1437,128,1,11,3,1,7,1
10,12,32538,2874,15064,1,1,0,0,1,0,0,1,9504,7475,0,2,8,0,5,2,547,15306,1265,3727,79,20,32,4,100,0,72713,8010,11541,0,10,102270,9989,15268,4983,20,289,1,0,14250,713,0,2,20,4,3,10,1
16,10,345,345,10054,0,0,0,0,1,0,0,0,5464,4700,0,0,0,0,0,0,0,10046,4361,4402,0,0,0,5,100,0,3023,1170,7670,0,43,16963,6207,12461,6561,27,90,5,0,3893,676,388,0,34,8,4,20,1
3,11,2155,0,11371,3,0,0,0,0,0,0,0,7159,6825,0,2,4,0,2,1,646,31859,1209,5558,97,33,46,6,200,0,53045,3480,12454,0,19,88576,5430,19024,9117,23,383,1,0,3672,740,1011,0,33,9,7,12,0
2,11,0,0,13090,5,0,0,0,0,0,0,0,6189,5960,0,0,2,0,0,1,498,48293,7803,5047,4,0,4,7,200,0,3484,54,8952,0,7,55653,7858,14858,2119,125,242,1,0,3875,0,858,0,23,3,2,10,0
2,9,189,0,6706,6,0,0,0,0,0,0,0,4926,4925,0,0,1,0,0,1,477,14143,5088,3909,0,0,0,8,200,0,5364,2059,6989,0,35,23559,7147,11387,1618,31,195,6,0,4051,0,488,0,30,9,2,23,0
3,12,6196,4216,9702,5,0,0,0,0,0,0,0,7715,7608,0,0,1,0,0,1,279,11532,1290,3971,5,0,1,9,200,0,66411,8445,10640,0,11,77944,9736,15074,733,152,30,1,0,0,0,462,1,16,0,6,5,0
1,10,1223,759,6057,8,0,0,0,0,0,0,0,6975,6650,0,0,2,0,0,1,266,9556,3516,5370,4,0,4,10,200,0,52033,6875,8578,0,0,63974,10392,14340,801,131,0,2,0,2385,0,392,0,9,0,2,5,0
7,14,24374,889,30809,10,1,0,0,0,0,0,0,10305,10275,0,1,4,0,2,2,493,23679,1392,16880,117,4,86,1,100,0,106052,12540,20787,0,15,146050,14737,38988,7699,17,401,1,0,16318,804,1319,0,28,6,3,14,0
8,15,1581,892,16548,3,0,0,0,0,0,0,1,11472,11325,0,1,3,0,2,1,1366,113559,16914,10643,11,0,10,2,100,0,11481,1705,15625,0,33,133930,19056,27570,12480,203,382,3,0,8889,436,1300,1,31,8,7,17,0
6,15,1880,1596,11982,7,0,0,0,0,0,0,0,11987,11375,0,1,6,222,2,1,500,2495,1995,10715,20,0,20,3,100,0,131991,20094,11185,0,51,143436,22582,22667,2933,227,826,4,0,8949,492,765,0,28,4,3,12,0
11,13,491,491,12111,8,0,0,0,0,0,0,0,6850,6575,0,0,0,0,0,0,443,22071,10238,5359,0,0,0,4,100,0,6156,1374,10448,0,22,33418,12633,16707,3103,42,171,5,0,5190,1020,899,0,50,11,9,26,0
3,15,1792,1124,22684,12,1,0,0,0,0,0,0,11944,10935,0,4,8,0,2,2,356,104928,24395,9828,7,0,6,5,100,0,12726,1155,25452,0,34,122916,25662,36285,8865,170,424,1,0,5262,112,1004,1,21,3,3,7,0
12,17,14150,3906,16807,4,3,0,0,0,1,0,0,14914,12183,1,2,11,0,7,3,490,19586,6718,9474,9,0,4,6,200,0,135663,21275,10618,0,5,158399,29072,20465,1426,219,87,1,1,3150,1078,373,2,34,4,6,13,1
11,18,14270,7229,21124,4,2,0,0,1,0,0,0,15604,14050,0,2,12,0,7,2,562,189914,31725,11463,10,1,8,7,200,0,9580,919,8900,0,48,203987,33909,21458,7922,251,305,1,0,4491,1264,1094,3,29,4,6,5,1
19,15,3264,45,15151,3,0,0,0,0,0,0,0,9109,8950,0,1,3,0,3,1,1429,17685,7891,7232,1,0,0,8,200,0,5246,1823,13016,0,26,26643,10404,20776,7429,31,204,5,0,3710,689,528,0,78,14,11,38,1
6,16,9497,2647,31401,7,1,0,1,1,0,0,0,12683,12658,0,2,7,0,3,2,725,20913,3541,14680,30,9,13,9,200,0,132387,23015,14588,0,11,156964,26731,29882,5150,186,41,1,0,3663,175,614,1,30,2,3,8,1
9,16,41331,3495,23234,3,0,0,0,1,0,0,0,13206,13100,0,3,7,0,3,1,740,9030,1048,14083,185,13,113,10,200,0,196514,16210,14058,0,19,217691,19447,28502,13894,43,499,1,0,12146,2188,360,1,55,7,11,11,1
4,13,1009,1009,8623,3,3,0,0,0,0,0,0,10706,8450,0,3,15,0,5,3,437,57821,17682,2904,4,0,4,1,100,0,20202,6249,9331,0,5,79192,24146,13012,2978,145,60,1,1,1168,215,776,1,14,2,2,3,1
8,11,3980,3212,3609,3,0,0,0,0,0,0,0,8588,8275,0,1,3,0,2,1,880,12180,3433,4283,11,7,1,2,100,0,72574,9967,3953,0,3,86914,13544,8835,0,166,80,0,0,2160,144,598,0,14,1,1,7,1
4,13,5825,3649,4832,0,1,0,0,0,0,0,1,9794,9175,0,1,5,0,5,2,0,0,0,213,6,0,1,3,100,0,93298,4572,6201,0,4,93558,4572,6491,1753,179,84,1,0,260,0,76,2,8,1,0,5,1
16,11,283,283,11966,3,0,0,0,0,0,0,0,6507,6175,0,1,2,0,2,1,711,8966,4249,3627,0,0,0,4,100,0,4072,667,7790,0,26,20334,5155,11909,3751,27,58,4,0,7295,238,491,0,40,7,7,15,1
10,12,25112,0,7198,1,0,0,0,0,0,0,0,7191,7075,0,0,2,0,0,1,957,6276,344,2961,116,11,71,5,100,0,107836,8752,8746,0,10,128062,9933,12221,6346,19,451,1,0,13950,835,514,0,30,6,6,6,1
1,11,1832,545,6204,4,0,0,0,0,0,0,0,6646,5750,0,0,3,0,0,1,617,0,0,4172,2,0,2,6,200,0,57985,4912,5369,0,6,62407,5331,9920,1001,128,97,1,0,4421,419,379,0,11,1,2,7,0
3,12,1959,1959,9609,6,0,0,0,0,0,0,0,7173,6600,0,0,1,0,0,1,259,1380,820,8992,0,0,0,7,200,0,80848,8373,10448,0,13,86007,9968,19703,2826,143,16,1,0,3779,774,262,0,10,1,0,7,0
3,9,0,0,13803,6,0,0,0,0,0,0,0,4665,4625,0,0,1,0,0,1,421,6784,3176,3761,0,0,0,8,200,0,4651,1468,6522,0,35,17697,5227,10387,0,22,208,0,0,6261,582,103,0,38,7,5,21,0
7,11,9158,57,11724,7,0,0,0,0,0,0,0,6573,6175,0,0,2,0,0,1,421,56659,7632,6393,88,0,68,9,200,0,20290,1556,14450,0,11,83614,9792,21334,7769,11,398,1,0,6664,604,490,0,18,4,4,8,0
1,10,1147,0,3734,4,0,0,1,0,0,0,0,7212,6435,0,0,3,0,0,1,453,5842,1563,4170,4,0,1,10,200,0,52118,3198,4740,0,0,57960,4762,9109,1558,147,0,3,0,0,0,198,0,8,1,2,2,0
12,15,6753,2867,18776,6,1,0,0,1,0,0,0,11740,11510,0,2,6,0,2,2,619,96747,14625,7903,2,0,2,1,100,0,22000,3578,14812,0,21,126463,18503,22925,4202,191,86,2,0,7715,300,210,2,22,5,3,13,1
12,15,6637,2508,9113,2,1,0,1,0,0,0,0,15224,14300,0,2,14,1459,9,2,1053,2151,535,8634,18,0,18,2,100,0,149539,18992,9186,0,23,152891,19704,18120,4808,199,85,3,0,1199,177,299,1,37,8,10,15,1
16,15,12469,7622,11193,6,0,0,0,1,0,0,0,11817,10825,0,2,5,0,3,1,548,19669,2682,7942,23,0,13,3,100,0,137143,18985,10410,0,5,156858,21675,18547,1493,204,122,1,0,46,8,194,2,39,3,13,10,1
17,15,16130,50,21641,3,0,0,0,1,0,0,0,10802,10110,0,2,6,0,4,1,1005,122701,17600,11205,118,9,85,4,100,0,15264,1005,22275,0,26,150878,19165,34397,15062,29,470,1,0,12911,560,916,1,42,12,6,12,1
19,12,1373,78,15466,8,0,0,0,0,1,0,0,8319,8155,1,0,2,0,0,1,409,8328,4189,9826,0,0,0,5,100,0,5222,650,9115,0,31,20449,5805,19238,254,29,89,1,0,6898,964,296,0,70,16,7,45,1
8,14,8297,3103,11102,10,0,0,0,0,0,0,1,13300,12700,0,1,6,384,2,1,409,2663,2563,8071,29,0,21,6,200,0,144471,16378,15730,0,45,149149,19502,24313,3058,200,902,5,0,2014,560,511,2,51,6,13,13,0
