blueteamwin,bluecreepsPerMin,bluegoldPerMinDeltas,bluexpPerMin,bluecsDiffPerMin,bluexpDiffPerMin,redteamwin,redcreepsPerMin,redgoldPerMin,redxpPerMin,redcsDiffPerMin,redxpDiffPerMin
1.00,7.50,376.60,487.40,0.60,63.20,0.00,0.80,230.70,296.20,0.10,-60.20
0.00,0.30,220.00,264.30,-0.64,-38.70,1.00,7.70,334.90,502.10,0.64,38.70
0.00,1.60,186.10,254.80,-0.64,-38.70,1.00,8.90,338.20,462.00,0.64,38.70
0.00,6.60,268.80,241.30,-0.64,-38.70,1.00,1.10,179.60,239.70,0.64,38.70
0.00,7.80,255.30,449.30,-0.64,-38.70,1.00,9.20,423.20,383.30,0.64,38.70
0.00,7.60,297.90,477.10,-0.64,-38.70,1.00,0.20,302.60,293.20,0.64,38.70
0.00,5.60,226.20,332.80,-2.10,-159.30,1.00,5.60,266.70,286.10,-1.15,-27.65
0.00,1.20,217.70,273.00,1.15,27.65,1.00,0.50,298.70,416.00,-1.10,8.60
0.00,1.60,438.10,407.40,1.10,-8.60,1.00,1.40,257.50,259.30,-1.15,-27.65
0.00,6.40,338.70,455.40,-1.00,-2.90,1.00,7.40,275.30,458.30,1.00,2.90
0.00,8.10,329.60,327.70,1.15,27.65,1.00,7.70,387.00,492.10,2.10,159.30
1.00,0.20,286.40,356.50,0.10,14.80,0.00,0.30,219.20,240.30,-0.10,-11.35
1.00,8.40,330.40,509.60,0.00,0.00,0.00,9.30,342.90,476.20,0.00,0.00
1.00,1.00,215.50,274.40,0.10,11.35,0.00,7.60,257.70,440.30,0.00,0.00
1.00,7.70,440.80,335.30,0.10,11.35,0.00,0.10,360.80,341.70,-0.10,-14.80
1.00,6.50,293.30,421.80,0.00,0.00,0.00,8.20,462.70,346.70,-0.10,-11.35
0.00,3.40,665.70,767.70,0.00,0.00,1.00,2.00,626.40,830.50,0.00,0.00
0.00,2.40,483.60,828.30,0.00,0.00,1.00,2.50,490.00,686.80,0.00,0.00
0.00,1.90,599.70,852.90,0.00,0.00,1.00,0.50,425.30,707.10,0.00,0.00
0.00,1.10,496.10,649.70,0.00,0.00,1.00,2.00,564.60,878.50,0.00,0.00
0.00,2.40,550.00,786.70,0.00,0.00,1.00,3.50,608.10,759.70,0.00,0.00
1.00,2.30,521.10,745.10,0.04,98.72,0.00,5.20,547.20,672.60,-0.04,-98.72
1.00,3.90,626.40,741.00,0.04,98.72,0.00,1.60,479.30,619.20,-0.04,-98.72
1.00,1.90,466.40,770.10,0.04,98.72,0.00,0.50,532.70,714.30,-0.04,-98.72
1.00,0.60,484.70,834.50,0.04,98.72,0.00,2.00,474.10,694.40,-0.04,-98.72
1.00,2.60,649.30,737.80,0.04,98.72,0.00,1.80,514.10,634.40,-0.04,-98.72
1.00,4.10,598.90,648.20,-0.24,-47.14,0.00,1.20,456.80,743.30,0.24,47.14
1.00,1.20,393.20,632.80,-0.24,-47.14,0.00,1.00,413.10,639.60,0.24,47.14
1.00,1.40,395.40,564.90,-0.24,-47.14,0.00,3.30,477.30,676.10,0.24,47.14
1.00,2.50,513.70,681.70,-0.24,-47.14,0.00,2.80,596.60,716.60,0.24,47.14
1.00,0.00,438.10,744.20,-0.24,-47.14,0.00,2.10,608.10,731.90,0.24,47.14
1.00,0.20,413.40,616.30,0.00,0.00,0.00,2.30,621.00,725.80,0.00,0.00
1.00,3.50,579.30,676.10,0.00,0.00,0.00,2.10,538.10,730.30,0.00,0.00
1.00,0.70,461.20,630.70,0.00,0.00,0.00,1.40,490.60,742.00,0.00,0.00
1.00,2.80,433.60,547.80,0.00,0.00,0.00,1.60,489.60,766.60,0.00,0.00
1.00,1.60,433.10,626.00,0.00,0.00,0.00,4.30,520.30,710.40,0.00,0.00
0.00,6.40,265.90,429.60,0.00,0.00,1.00,1.50,227.40,262.10,0.00,0.00
0.00,1.00,240.60,250.90,0.00,0.00,1.00,6.80,312.40,447.60,0.00,0.00
0.00,7.10,370.80,350.30,0.00,0.00,1.00,0.40,377.50,348.80,-1.00,-15.10
0.00,6.60,271.80,449.80,-0.90,59.30,1.00,7.50,259.50,390.50,0.90,-59.30
0.00,1.40,314.90,363.90,1.00,15.10,1.00,8.10,322.10,340.10,0.00,0.00
1.00,0.70,345.10,345.90,0.00,0.00,0.00,1.20,163.10,248.80,0.00,0.00
1.00,1.40,188.20,286.20,0.00,0.00,0.00,5.70,222.00,412.70,-1.40,-84.20
1.00,8.30,334.60,331.90,0.00,0.00,0.00,8.30,290.30,310.30,0.00,0.00
1.00,9.20,291.70,506.30,-0.30,14.30,0.00,9.50,280.70,492.00,0.30,-14.30
1.00,7.10,306.00,496.90,1.40,84.20,0.00,0.70,363.20,440.60,0.00,0.00
0.00,0.10,159.30,181.10,-0.64,-56.60,1.00,7.40,351.80,508.90,0.64,56.60
0.00,4.10,210.90,254.90,-0.64,-56.60,1.00,0.40,352.30,365.30,0.64,56.60
0.00,0.80,274.90,347.80,-0.64,-56.60,1.00,1.10,310.20,324.60,0.64,56.60
0.00,6.90,241.50,412.50,-0.64,-56.60,1.00,6.30,294.70,389.20,0.64,56.60
0.00,7.00,267.10,417.40,-0.64,-56.60,1.00,6.90,375.10,308.70,0.64,56.60
1.00,7.40,286.20,430.00,0.00,0.00,0.00,4.90,194.20,262.90,0.00,0.00
1.00,8.20,337.90,340.80,0.00,0.00,0.00,0.30,338.00,341.10,-0.10,-12.20
1.00,0.40,338.60,353.30,0.10,12.20,0.00,1.70,180.00,280.00,0.00,0.00
1.00,0.10,225.50,263.80,0.00,0.00,0.00,7.50,312.50,451.00,0.00,0.00
1.00,5.80,282.80,335.70,-1.10,-81.30,0.00,6.90,284.40,417.00,1.10,81.30
1.00,7.10,388.10,322.90,0.00,0.00,0.00,1.20,171.90,208.90,0.00,0.00
1.00,5.30,253.00,358.20,0.00,0.00,0.00,6.80,281.70,429.10,0.00,0.00
1.00,1.20,174.00,213.50,0.00,0.00,0.00,0.70,290.10,309.10,0.00,0.00
1.00,0.50,273.30,316.50,0.00,0.00,0.00,8.50,327.30,494.20,0.00,0.00
1.00,7.10,301.50,410.40,0.00,0.00,0.00,5.70,342.40,255.20,0.00,0.00
1.00,6.20,283.50,414.90,-1.10,-21.10,0.00,7.30,287.70,436.00,1.10,21.10
1.00,1.80,207.00,197.80,0.00,0.00,0.00,0.70,352.70,342.30,0.00,0.00
1.00,0.20,410.10,400.60,0.00,0.00,0.00,7.50,286.40,472.30,-0.10,31.60
1.00,8.00,365.00,337.60,0.00,0.00,0.00,1.60,271.30,252.10,0.00,0.00
1.00,7.60,265.00,440.70,0.10,-31.60,0.00,7.40,315.80,349.60,0.00,0.00
0.00,6.20,233.20,325.40,-1.50,-206.60,1.00,1.60,280.40,315.40,-0.10,9.65
0.00,7.90,381.30,532.30,1.50,154.90,1.00,0.40,307.70,343.10,-0.20,-97.00
0.00,0.60,361.80,440.10,0.20,97.00,1.00,6.40,256.10,377.40,-1.50,-154.90
0.00,1.20,152.40,224.10,0.10,-9.65,1.00,7.10,336.20,286.00,-0.10,9.65
0.00,7.70,256.20,358.00,0.10,-9.65,1.00,7.70,407.50,532.00,1.50,206.60
1.00,1.20,364.20,404.90,1.00,81.40,0.00,2.20,257.80,289.10,0.00,-20.20
1.00,7.60,300.30,490.80,1.40,60.20,0.00,6.20,225.80,414.30,-2.20,-99.20
1.00,7.80,388.50,330.00,0.00,20.20,0.00,7.40,302.40,333.50,0.00,-20.20
1.00,8.40,454.50,513.50,2.20,99.20,0.00,0.20,249.80,323.50,-1.00,-81.40
1.00,1.80,259.80,333.00,0.00,20.20,0.00,6.20,226.60,430.60,-1.40,-60.20
0.00,0.70,297.90,271.80,0.00,0.00,1.00,6.50,319.90,406.70,0.00,0.00
0.00,7.00,294.20,422.80,0.00,0.00,1.00,2.10,191.10,316.30,0.00,0.00
0.00,7.40,305.70,415.10,0.00,0.00,1.00,0.30,408.10,366.20,0.00,0.00
0.00,0.60,352.60,366.30,0.00,0.00,1.00,5.90,258.80,325.90,0.00,0.00
0.00,9.10,374.70,428.50,0.00,0.00,1.00,8.00,359.10,443.00,0.00,0.00
0.00,8.10,316.30,491.80,0.50,-18.06,1.00,6.10,239.00,412.40,-0.50,18.06
0.00,7.70,302.40,439.30,0.50,-18.06,1.00,8.20,356.30,500.80,-0.50,18.06
0.00,0.10,221.90,275.90,0.50,-18.06,1.00,0.20,223.30,285.80,-0.50,18.06
0.00,1.00,202.40,273.40,0.50,-18.06,1.00,0.20,391.00,366.30,-0.50,18.06
0.00,7.70,332.10,336.70,0.50,-18.06,1.00,7.40,359.00,342.10,-0.50,18.06
0.00,7.20,336.90,298.00,0.65,14.55,1.00,6.90,278.80,455.80,-0.20,33.60
0.00,1.50,186.70,276.40,0.65,14.55,1.00,1.20,218.50,262.40,-0.65,-14.55
0.00,7.10,294.00,422.20,0.20,-33.60,1.00,6.20,298.60,282.90,-0.65,-14.55
0.00,0.90,352.50,346.00,0.50,-15.00,1.00,6.60,338.60,407.80,-0.10,-41.50
0.00,6.70,345.00,449.30,0.10,41.50,1.00,0.40,327.10,361.00,-0.50,15.00
1.00,9.20,393.70,493.80,0.42,69.68,0.00,1.10,244.90,286.20,-0.42,-69.68
1.00,0.50,365.40,398.70,0.42,69.68,0.00,5.80,348.00,454.50,-0.42,-69.68
1.00,5.90,394.60,405.80,0.42,69.68,0.00,7.80,264.20,265.50,-0.42,-69.68
1.00,1.20,253.40,306.70,0.42,69.68,0.00,5.40,199.30,333.00,-0.42,-69.68
1.00,6.70,298.30,465.10,0.42,69.68,0.00,1.30,270.80,382.50,-0.42,-69.68
1.00,5.20,251.60,293.40,-1.35,6.05,0.00,1.40,188.10,183.60,1.35,-6.05
1.00,1.40,288.60,317.90,0.20,-45.20,0.00,5.80,247.70,353.80,0.40,-64.90
1.00,7.20,247.40,471.10,-0.80,-9.10,0.00,8.00,264.10,480.20,0.80,9.10
1.00,1.20,205.20,235.90,-1.35,6.05,0.00,1.20,329.80,363.10,-0.20,45.20
1.00,5.40,328.60,418.70,-0.40,64.90,0.00,7.70,382.80,333.60,1.35,-6.05
1.00,7.30,378.30,421.10,1.80,48.40,0.00,5.50,224.10,372.70,-1.80,-48.40
1.00,1.40,163.50,256.50,0.00,0.00,0.00,0.30,255.00,249.30,-0.90,-155.70
1.00,8.70,341.80,315.30,0.00,0.00,0.00,6.70,240.40,278.50,0.00,0.00
1.00,8.20,444.30,527.50,0.00,0.00,0.00,1.30,160.40,225.80,0.00,0.00
1.00,1.20,374.50,405.00,0.90,155.70,0.00,9.20,378.10,483.00,0.00,0.00
1.00,1.40,253.70,314.40,2.45,79.40,0.00,6.20,374.60,463.70,-0.30,71.80
1.00,6.50,266.90,391.90,0.30,-71.80,0.00,0.80,395.70,454.60,0.00,42.80
1.00,0.80,396.50,411.80,0.00,-42.80,0.00,1.30,173.00,253.60,-2.45,-79.40
1.00,9.20,384.90,344.30,2.45,79.40,0.00,5.60,303.40,424.10,-0.40,24.00
1.00,6.00,227.80,400.10,0.40,-24.00,0.00,4.40,235.20,246.30,-2.45,-79.40
1.00,1.20,196.70,329.90,-0.38,44.14,0.00,9.80,394.80,423.30,0.38,-44.14
1.00,8.30,323.90,513.70,-0.38,44.14,0.00,0.20,223.40,295.30,0.38,-44.14
1.00,8.00,300.00,489.30,-0.38,44.14,0.00,7.30,289.80,449.30,0.38,-44.14
1.00,0.30,391.60,359.40,-0.38,44.14,0.00,1.40,179.10,233.40,0.38,-44.14
1.00,7.90,335.20,373.00,-0.38,44.14,0.00,8.90,280.30,443.30,0.38,-44.14
1.00,4.90,342.90,307.70,-0.22,24.30,0.00,6.30,316.20,274.50,0.22,-24.30
1.00,1.30,211.50,231.50,-0.22,24.30,0.00,7.80,274.90,446.30,0.22,-24.30
1.00,7.50,411.50,450.40,-0.22,24.30,0.00,4.80,232.30,317.90,0.22,-24.30
1.00,0.00,389.90,386.30,-0.22,24.30,0.00,1.60,211.70,328.50,0.22,-24.30
1.00,7.40,470.10,414.80,-0.22,24.30,0.00,1.70,404.90,302.00,0.22,-24.30
0.00,5.20,221.90,297.10,-2.20,-198.60,1.00,6.90,270.10,291.70,0.00,0.00
0.00,1.40,307.80,320.60,0.00,0.00,1.00,1.40,205.10,259.00,0.00,0.00
0.00,1.30,194.30,267.00,0.00,0.00,1.00,5.20,222.50,374.00,-0.80,-15.80
0.00,8.00,324.00,285.80,0.00,0.00,1.00,0.40,361.60,484.60,0.00,0.00
0.00,6.00,234.20,389.80,0.80,15.80,1.00,7.40,444.30,495.70,2.20,198.60
1.00,8.60,316.60,483.70,0.36,46.60,0.00,6.40,230.40,396.40,-0.36,-46.60
1.00,0.40,295.00,307.90,0.36,46.60,0.00,8.20,282.70,455.30,-0.36,-46.60
1.00,0.30,313.20,275.10,0.36,46.60,0.00,5.30,215.30,266.40,-0.36,-46.60
1.00,6.30,265.00,418.90,0.36,46.60,0.00,1.20,143.30,220.50,-0.36,-46.60
1.00,7.50,494.50,334.00,0.36,46.60,0.00,0.20,223.50,248.00,-0.36,-46.60
0.00,1.30,188.30,263.40,0.00,0.00,1.00,0.10,281.50,346.80,0.10,42.60
0.00,0.00,307.00,304.20,-0.10,-42.60,1.00,0.80,206.50,259.60,0.00,0.00
0.00,6.60,347.30,414.80,0.00,0.00,1.00,8.90,365.60,484.20,0.00,0.00
0.00,8.60,373.70,546.90,2.10,103.80,1.00,6.50,227.30,443.10,-2.10,-103.80
0.00,5.60,282.90,308.50,0.00,0.00,1.00,8.80,402.10,389.40,0.00,0.00
0.00,6.30,286.60,447.50,-0.90,16.10,1.00,8.00,308.40,429.20,1.70,-39.20
0.00,0.40,284.60,377.00,-0.90,41.60,1.00,1.30,441.20,335.40,0.90,-41.60
0.00,0.60,260.40,209.20,-0.45,-9.60,1.00,1.50,187.20,276.70,0.45,9.60
0.00,7.00,340.10,355.90,-0.45,-9.60,1.00,7.20,324.30,431.40,0.90,-16.10
0.00,6.30,316.90,468.40,-1.70,39.20,1.00,7.00,319.20,307.60,0.45,9.60
1.00,1.40,284.00,356.80,1.20,-82.00,0.00,0.90,209.40,243.30,-0.85,-14.45
1.00,7.20,396.80,293.00,0.85,14.45,0.00,8.40,298.40,493.20,1.20,62.10
1.00,1.20,222.50,256.80,0.85,14.45,0.00,7.40,290.50,459.60,0.70,-6.30
1.00,6.70,294.00,465.90,-0.70,6.30,0.00,5.80,234.00,277.60,-0.85,-14.45
1.00,7.20,257.40,431.10,-1.20,-62.10,0.00,0.20,405.20,438.80,-1.20,82.00
1.00,0.10,248.70,242.90,-0.30,-127.10,0.00,0.40,299.90,370.00,0.30,127.10
1.00,9.00,367.00,495.10,0.80,-16.60,0.00,6.50,371.10,302.60,-0.60,9.70
1.00,8.80,277.20,482.30,1.60,70.60,0.00,0.80,227.30,278.30,-0.60,9.70
1.00,1.70,200.80,271.30,0.60,-9.70,0.00,8.20,395.10,511.70,-0.80,16.60
1.00,6.80,298.90,290.20,0.60,-9.70,0.00,7.20,249.90,411.70,-1.60,-70.60
1.00,0.80,288.90,358.20,0.00,-92.60,0.00,6.30,262.80,363.00,-0.50,-101.80
1.00,6.00,329.90,445.80,-0.50,6.60,0.00,0.80,375.80,450.80,0.00,92.60
1.00,6.80,294.70,464.80,0.50,101.80,0.00,6.50,336.70,439.20,0.50,-6.60
1.00,1.50,211.80,258.50,0.55,60.90,0.00,1.40,164.10,155.20,-0.55,-60.90
1.00,6.90,334.70,314.70,0.55,60.90,0.00,5.90,237.30,296.20,-0.55,-60.90
1.00,0.60,207.00,212.60,-1.00,-22.50,0.00,1.50,273.50,241.40,1.00,22.50
1.00,7.50,407.90,387.70,-1.00,-22.50,0.00,0.00,324.40,301.30,-0.20,-53.30
1.00,5.30,256.90,376.20,-0.50,-15.80,0.00,5.40,304.10,331.70,0.30,-6.30
1.00,0.20,280.40,354.60,0.20,53.30,0.00,5.80,345.40,392.00,0.50,15.80
1.00,5.10,296.10,338.00,-0.30,6.30,0.00,8.60,376.10,403.90,1.00,22.50
1.00,8.40,353.00,519.50,1.00,85.40,0.00,8.30,321.50,557.00,1.40,135.40
1.00,0.10,264.60,332.50,-0.10,-56.40,0.00,1.70,166.50,275.30,1.00,12.95
1.00,6.90,231.30,421.60,-1.40,-135.40,0.00,0.20,293.10,388.90,0.10,56.40
1.00,7.20,252.90,311.40,-1.00,-12.95,0.00,7.40,282.10,434.10,-1.00,-85.40
1.00,1.00,156.30,243.40,-1.00,-12.95,0.00,8.50,276.60,305.40,1.00,12.95
0.00,8.10,259.70,335.90,0.40,-27.60,1.00,7.40,345.40,305.70,-0.40,27.60
0.00,6.90,239.70,421.00,-1.20,-31.90,1.00,1.30,235.20,299.10,-0.40,27.60
0.00,1.40,156.60,213.70,0.40,-27.60,1.00,0.50,277.70,331.40,0.30,-4.70
0.00,0.20,288.10,336.10,-0.30,4.70,1.00,8.10,273.00,452.90,1.20,31.90
0.00,6.50,311.00,472.80,0.40,65.90,1.00,6.10,350.30,406.90,-0.40,-65.90
0.00,0.90,171.60,232.30,-1.02,-27.30,1.00,1.30,217.30,277.60,1.02,27.30
0.00,4.60,316.20,368.20,-1.02,-27.30,1.00,7.50,405.10,341.10,1.02,27.30
0.00,6.80,365.00,414.60,-1.02,-27.30,1.00,5.80,335.30,338.30,1.02,27.30
0.00,5.10,218.20,216.50,-1.02,-27.30,1.00,7.60,264.70,416.60,1.02,27.30
0.00,0.20,242.30,324.10,-1.02,-27.30,1.00,0.50,268.60,318.60,1.02,27.30
0.00,0.30,279.70,325.20,0.00,0.00,1.00,7.70,295.90,291.30,0.00,0.00
0.00,1.10,158.60,214.80,0.00,0.00,1.00,7.10,289.70,445.70,0.00,0.00
0.00,8.50,303.10,378.60,0.00,0.00,1.00,6.90,267.40,384.40,0.00,0.00
0.00,5.90,247.30,403.70,0.00,0.00,1.00,1.20,163.20,270.40,0.00,0.00
0.00,4.90,334.30,413.10,0.00,0.00,1.00,0.10,251.30,294.70,0.00,0.00
1.00,8.10,363.60,542.40,0.50,37.26,0.00,8.10,258.10,482.80,-0.50,-37.26
1.00,8.80,324.20,504.00,0.50,37.26,0.00,1.20,180.20,284.00,-0.50,-37.26
1.00,0.00,369.90,383.90,0.50,37.26,0.00,6.50,242.20,401.20,-0.50,-37.26
1.00,8.90,351.00,301.50,0.50,37.26,0.00,8.30,337.00,322.00,-0.50,-37.26
1.00,1.10,217.70,261.50,0.50,37.26,0.00,0.30,247.90,317.00,-0.50,-37.26
0.00,7.00,280.00,415.60,0.00,0.00,1.00,1.30,184.40,279.00,1.65,58.40
0.00,5.50,232.80,244.80,-1.65,-58.40,1.00,8.00,338.00,318.30,1.65,58.40
0.00,0.00,321.00,286.30,-0.50,-36.10,1.00,7.70,300.70,449.70,0.00,0.00
0.00,7.00,242.30,405.20,0.00,0.00,1.00,8.40,285.40,477.70,0.00,0.00
0.00,0.50,163.00,235.70,-1.65,-58.40,1.00,0.50,304.90,322.40,0.50,36.10
1.00,7.90,298.60,314.90,-0.15,19.80,0.00,0.40,245.10,346.60,0.00,-85.60
1.00,1.30,192.60,274.40,-0.15,19.80,0.00,7.80,261.30,421.30,0.00,0.00
1.00,0.40,421.30,432.20,0.00,85.60,0.00,8.30,275.10,298.90,0.15,-19.80
1.00,7.30,277.10,418.40,0.00,0.00,0.00,1.20,163.60,250.80,0.15,-19.80
1.00,8.70,277.00,455.70,0.00,0.00,0.00,5.40,248.40,405.10,0.00,0.00
0.00,1.10,143.40,122.10,-0.98,-135.22,1.00,1.40,381.00,485.30,0.98,135.22
0.00,6.20,230.50,372.90,-0.98,-135.22,1.00,8.00,367.40,325.50,0.98,135.22
0.00,0.20,104.20,111.80,-0.98,-135.22,1.00,1.20,289.70,308.30,0.98,135.22
0.00,4.80,214.20,226.00,-0.98,-135.22,1.00,7.70,307.50,440.40,0.98,135.22
0.00,5.50,210.10,360.60,-0.98,-135.22,1.00,4.40,235.70,310.00,0.98,135.22
0.00,7.50,280.60,458.50,0.00,0.00,1.00,7.60,321.30,295.40,0.25,-10.35
0.00,7.00,276.80,325.40,-0.25,10.35,1.00,1.50,187.50,254.90,0.25,-10.35
0.00,0.40,442.80,455.70,0.10,144.30,1.00,6.40,236.80,429.70,0.00,0.00
0.00,1.60,197.60,245.60,-0.25,10.35,1.00,0.30,264.10,311.40,-0.10,-144.30
0.00,8.40,278.40,424.80,0.00,0.00,1.00,7.50,251.20,434.80,0.00,0.00
1.00,0.90,590.30,707.80,0.12,45.48,0.00,2.70,627.50,659.10,-0.12,-45.48
1.00,1.90,495.00,781.50,0.12,45.48,0.00,0.70,418.40,663.50,-0.12,-45.48
1.00,5.30,682.40,741.80,0.12,45.48,0.00,2.90,558.40,653.60,-0.12,-45.48
1.00,1.00,516.90,731.20,0.12,45.48,0.00,0.60,505.10,685.20,-0.12,-45.48
1.00,0.10,426.40,669.90,0.12,45.48,0.00,1.70,496.20,743.40,-0.12,-45.48
0.00,2.10,445.20,819.20,0.00,0.00,1.00,3.70,533.00,736.20,0.00,0.00
0.00,2.30,491.00,706.60,0.60,-12.00,1.00,1.70,499.80,724.20,0.00,0.00
0.00,3.70,604.20,755.20,0.00,0.00,1.00,1.50,560.60,791.40,0.00,0.00
0.00,0.70,362.20,637.00,0.00,0.00,1.00,3.40,505.80,642.90,0.00,0.00
0.00,2.80,553.70,617.60,0.00,0.00,1.00,1.70,473.40,718.60,-0.60,12.00
1.00,2.50,527.50,722.80,0.36,15.70,0.00,1.80,510.20,621.80,-0.36,-15.70
1.00,1.30,603.10,747.80,0.36,15.70,0.00,3.70,743.90,787.10,-0.36,-15.70
1.00,3.70,598.90,793.60,0.36,15.70,0.00,0.70,465.40,805.50,-0.36,-15.70
1.00,2.10,588.70,693.40,0.36,15.70,0.00,3.20,468.20,733.90,-0.36,-15.70
1.00,2.00,525.10,811.50,0.36,15.70,0.00,0.40,384.80,742.30,-0.36,-15.70
1.00,0.90,341.00,398.70,-2.10,-110.60,0.00,5.60,327.20,327.60,0.00,0.00
1.00,5.80,320.10,396.60,-0.90,-8.30,0.00,3.00,449.00,509.30,2.10,110.60
1.00,6.10,336.90,313.60,0.00,0.00,0.00,7.10,336.10,352.20,0.00,0.00
1.00,1.20,185.00,273.00,0.00,0.00,0.00,6.70,314.40,404.90,0.90,8.30
1.00,6.80,294.00,447.40,0.00,0.00,0.00,1.30,230.40,298.00,0.00,0.00
1.00,6.10,269.50,434.30,-0.60,39.00,0.00,1.20,316.00,338.30,0.80,0.80
1.00,7.50,274.60,419.60,1.10,17.80,0.00,6.40,284.30,401.80,-1.10,-17.80
1.00,5.80,280.70,296.40,-0.30,-6.30,0.00,6.70,243.00,395.30,0.60,-39.00
1.00,0.30,257.90,248.90,-0.30,-6.30,0.00,0.90,257.50,274.60,0.30,6.30
1.00,0.40,409.00,337.50,-0.80,-0.80,0.00,5.80,344.50,283.30,0.30,6.30
1.00,6.50,260.30,444.40,0.10,16.90,0.00,8.90,374.70,495.70,1.60,16.10
1.00,7.00,329.50,321.40,1.60,72.95,0.00,6.40,339.40,427.50,-0.10,-16.90
1.00,0.50,222.00,253.50,1.60,72.95,0.00,3.70,167.40,187.40,-1.60,-72.95
1.00,7.30,300.80,479.60,-1.60,-16.10,0.00,0.50,219.90,253.20,0.40,-151.90
1.00,0.10,460.20,405.10,-0.40,151.90,0.00,0.60,169.80,241.60,-1.60,-72.95
1.00,5.00,207.70,399.50,0.00,0.00,0.00,0.80,317.90,352.50,0.50,60.10
1.00,6.40,265.30,353.10,-0.40,-55.10,0.00,7.40,322.20,473.10,0.00,0.00
1.00,7.90,345.30,341.00,0.00,0.00,0.00,7.70,260.00,340.60,0.00,0.00
1.00,0.10,226.70,281.10,0.00,0.00,0.00,0.30,205.20,270.50,0.00,0.00
1.00,0.30,275.50,292.40,-0.50,-60.10,0.00,6.80,360.50,408.20,0.40,55.10
1.00,7.30,231.80,448.70,-1.00,-40.60,0.00,1.00,496.60,498.90,0.40,203.70
1.00,5.20,282.30,293.30,-1.45,-74.80,0.00,8.30,270.90,489.30,1.00,40.60
1.00,1.50,202.90,205.00,-1.45,-74.80,0.00,7.80,419.70,364.50,1.45,74.80
1.00,4.40,320.70,306.80,-3.40,-152.20,0.00,1.80,211.60,283.40,1.45,74.80
1.00,0.60,256.80,295.20,-0.40,-203.70,0.00,7.80,371.60,459.00,3.40,152.20
1.00,1.40,183.40,234.80,0.25,-19.25,0.00,7.70,269.00,450.00,-0.60,-80.60
1.00,8.30,306.70,530.60,0.60,80.60,0.00,1.10,292.50,382.00,0.80,16.80
1.00,7.20,372.40,567.20,1.40,167.40,0.00,5.80,239.60,399.80,-1.40,-167.40
1.00,0.30,328.40,365.20,-0.80,-16.80,0.00,1.60,189.00,309.70,-0.25,19.25
1.00,7.40,311.80,308.00,0.25,-19.25,0.00,6.70,291.70,271.60,-0.25,19.25
1.00,8.00,391.50,501.70,0.00,0.00,0.00,7.90,373.00,393.70,0.00,0.00
1.00,0.30,344.20,368.80,-0.40,35.90,0.00,0.70,266.50,332.90,0.40,-35.90
1.00,8.20,321.10,507.70,0.50,113.60,0.00,1.20,195.00,160.90,0.00,0.00
1.00,6.10,241.80,268.00,0.00,0.00,0.00,7.70,291.00,394.10,-0.50,-113.60
1.00,1.60,160.60,219.00,0.00,0.00,0.00,6.50,287.90,459.20,0.00,0.00
1.00,8.60,399.70,558.80,0.00,0.00,0.00,1.40,211.50,263.10,0.25,39.85
1.00,7.10,357.80,337.70,-0.25,-39.85,0.00,7.30,346.80,338.50,0.25,39.85
1.00,0.20,321.50,320.60,-0.20,-28.60,0.00,9.00,296.90,518.70,0.00,0.00
1.00,8.80,327.30,482.10,0.00,0.00,0.00,0.40,361.90,349.20,0.20,28.60
1.00,1.10,188.20,184.20,-0.25,-39.85,0.00,6.60,227.70,369.60,0.00,0.00
1.00,6.80,371.70,281.90,0.00,0.00,0.00,0.50,389.00,441.60,0.30,210.50
1.00,8.60,580.80,533.10,4.00,221.80,0.00,6.00,329.70,427.00,0.00,0.00
1.00,1.30,200.30,271.70,0.00,0.00,0.00,1.70,236.10,209.00,0.00,0.00
1.00,7.80,438.30,434.40,0.00,0.00,0.00,4.60,207.90,311.30,-4.00,-221.80
1.00,0.20,277.50,231.10,-0.30,-210.50,0.00,6.40,307.80,287.70,0.00,0.00
1.00,7.80,343.90,376.30,0.00,0.00,0.00,1.10,182.70,213.80,0.00,0.00
1.00,6.40,430.20,419.60,0.00,0.00,0.00,7.30,328.40,332.90,0.00,0.00
1.00,5.30,333.70,413.40,0.00,0.00,0.00,6.30,388.00,417.90,0.00,0.00
1.00,1.20,276.90,247.50,0.00,0.00,0.00,0.50,378.70,261.90,0.00,0.00
1.00,0.30,355.20,311.60,0.00,0.00,0.00,6.80,333.80,455.20,0.00,0.00
0.00,7.60,252.40,422.00,1.00,-33.50,1.00,7.50,424.60,503.30,0.00,0.00
0.00,0.20,257.50,321.20,-0.80,-50.20,1.00,7.00,316.30,351.00,0.00,0.00
0.00,7.40,441.00,353.50,0.00,0.00,1.00,1.10,162.80,195.40,0.00,0.00
0.00,1.50,192.60,243.20,0.00,0.00,1.00,1.00,382.70,371.40,0.80,50.20
0.00,7.20,241.50,392.00,0.00,0.00,1.00,6.60,329.70,455.50,-1.00,33.50
0.00,0.20,310.20,273.90,-0.60,-33.82,1.00,6.00,295.30,414.50,0.60,33.82
0.00,1.40,162.80,232.70,-0.60,-33.82,1.00,0.90,366.00,340.10,0.60,33.82
0.00,5.60,223.50,283.20,-0.60,-33.82,1.00,1.40,216.30,251.60,0.60,33.82
0.00,6.40,273.50,385.10,-0.60,-33.82,1.00,7.20,316.00,422.30,0.60,33.82
