blueteamwin,bluecreepsPerMin,bluegoldPerMinDeltas,bluexpPerMin,bluecsDiffPerMin,bluexpDiffPerMin,redteamwin,redcreepsPerMin,redgoldPerMin,redxpPerMin,redcsDiffPerMin,redxpDiffPerMin
0.00,6.60,247.90,405.70,-0.60,-33.82,1.00,7.70,361.30,321.20,0.60,33.82
0.00,7.70,342.70,351.70,1.40,85.50,1.00,7.50,417.90,437.90,0.00,0.00
0.00,6.10,400.20,400.10,0.00,0.00,1.00,0.50,240.20,203.10,-1.40,-85.50
0.00,1.50,334.40,385.50,1.30,72.90,1.00,7.00,301.50,446.40,0.00,0.00
0.00,1.20,211.00,297.90,1.40,85.50,1.00,0.20,242.50,312.60,-1.30,-72.90
0.00,7.50,321.20,444.50,0.00,0.00,1.00,5.60,249.60,275.50,-1.40,-85.50
0.00,5.30,220.70,343.30,-1.30,-134.90,1.00,6.60,317.80,422.90,0.00,0.00
0.00,7.50,261.90,272.10,0.00,0.00,1.00,0.30,360.00,309.60,-0.10,115.80
0.00,1.40,166.20,280.60,0.00,0.00,1.00,7.40,327.80,405.20,0.00,0.00
0.00,7.20,333.80,489.30,0.00,0.00,1.00,0.60,232.00,200.50,0.00,0.00
0.00,0.40,207.40,193.80,0.10,-115.80,1.00,6.60,344.90,478.20,1.30,134.90
1.00,7.10,302.80,438.20,2.20,57.90,0.00,1.30,250.90,306.70,0.00,0.00
1.00,7.50,339.00,511.50,0.00,0.00,0.00,0.40,364.90,353.00,-0.50,-10.00
1.00,0.90,380.60,363.00,0.50,10.00,0.00,4.90,202.30,380.30,-2.20,-57.90
1.00,7.60,259.20,275.70,0.00,0.00,0.00,6.80,231.70,411.20,0.00,0.00
1.00,1.20,189.90,285.00,0.00,0.00,0.00,8.10,387.20,353.60,0.00,0.00
1.00,6.80,333.30,410.70,-1.00,10.40,0.00,7.80,255.50,400.30,1.00,-10.40
1.00,5.90,226.60,419.10,-1.40,-43.90,0.00,6.50,252.30,333.90,-0.25,20.40
1.00,0.00,261.80,273.90,-0.80,-69.20,0.00,0.80,330.10,343.10,0.80,69.20
1.00,8.20,266.50,300.10,0.25,-20.40,0.00,1.40,202.60,227.10,-0.25,20.40
1.00,0.20,145.80,220.10,0.25,-20.40,0.00,7.30,340.10,463.00,1.40,43.90
0.00,0.70,176.00,268.10,-0.18,-12.54,1.00,8.50,393.20,374.40,0.18,12.54
0.00,0.60,289.50,414.10,-0.18,-12.54,1.00,7.20,267.30,446.10,0.18,12.54
0.00,7.20,331.80,446.00,-0.18,-12.54,1.00,0.20,226.10,271.60,0.18,12.54
0.00,7.20,272.70,395.60,-0.18,-12.54,1.00,0.60,321.00,383.00,0.18,12.54
0.00,7.20,249.80,282.40,-0.18,-12.54,1.00,7.30,301.30,393.80,0.18,12.54
0.00,6.30,250.70,404.30,0.18,-47.10,1.00,8.10,305.00,466.60,-0.18,47.10
0.00,8.90,279.10,477.60,0.18,-47.10,1.00,8.30,313.70,338.40,-0.18,47.10
0.00,0.00,255.00,298.40,0.18,-47.10,1.00,0.10,312.80,355.90,-0.18,47.10
0.00,1.50,148.60,199.30,0.18,-47.10,1.00,6.50,286.30,415.10,-0.18,47.10
0.00,8.60,274.50,328.60,0.18,-47.10,1.00,1.40,305.00,367.70,-0.18,47.10
0.00,5.50,292.40,362.50,0.00,0.00,1.00,1.40,181.70,234.80,0.00,0.00
0.00,2.00,408.60,482.90,-4.35,-65.55,1.00,8.60,322.20,486.50,4.35,65.55
0.00,7.00,299.80,312.20,0.00,0.00,1.00,7.70,330.60,475.60,4.35,65.55
0.00,5.60,252.70,348.10,-4.35,-65.55,1.00,0.90,354.20,346.80,0.00,0.00
0.00,0.20,232.40,292.10,0.00,0.00,1.00,4.70,217.70,257.30,0.00,0.00
0.00,7.10,356.10,427.70,0.90,-62.80,1.00,1.10,201.40,232.70,0.00,0.00
0.00,0.30,268.20,252.60,0.00,-150.00,1.00,8.90,332.40,411.50,0.00,0.00
0.00,1.20,148.00,247.10,0.00,0.00,1.00,7.50,339.00,460.60,0.00,0.00
0.00,8.70,275.10,328.20,0.00,0.00,1.00,6.20,349.70,490.50,-0.90,62.80
0.00,6.80,346.70,470.30,0.00,0.00,1.00,0.30,409.10,402.60,0.00,150.00
1.00,7.40,254.20,290.40,0.45,-16.00,0.00,1.30,166.90,267.20,-0.45,16.00
1.00,6.40,282.80,467.00,-0.30,-31.10,0.00,6.70,311.40,498.10,0.30,31.10
1.00,7.20,248.50,396.50,0.40,-29.10,0.00,0.50,361.70,366.10,0.40,12.00
1.00,2.00,154.60,269.20,0.45,-16.00,0.00,6.80,234.10,425.60,-0.40,29.10
1.00,0.10,259.50,354.10,-0.40,-12.00,0.00,7.20,285.60,324.40,-0.45,16.00
1.00,8.40,384.30,461.10,2.40,39.30,0.00,0.00,238.70,285.90,-0.50,-24.40
1.00,0.50,363.40,310.30,0.50,24.40,0.00,1.30,341.30,260.80,0.90,37.00
1.00,7.50,307.10,469.20,0.60,79.60,0.00,6.90,338.20,389.60,-0.60,-79.60
1.00,1.20,209.60,274.60,-0.90,-37.00,0.00,6.00,310.90,421.80,-2.40,-39.30
1.00,6.00,308.70,272.80,-0.90,-37.00,0.00,7.70,440.50,360.60,0.90,37.00
0.00,8.50,278.40,332.90,1.20,-3.60,1.00,8.50,330.10,468.70,2.80,58.40
0.00,1.50,167.20,276.00,1.20,-3.60,1.00,0.30,390.40,375.00,0.20,82.10
0.00,5.70,325.50,410.30,-2.80,-58.40,1.00,1.20,183.30,294.90,-1.20,3.60
0.00,0.10,325.80,292.90,-0.20,-82.10,1.00,6.50,293.50,416.70,-0.70,-47.10
0.00,7.20,270.00,463.80,0.70,47.10,1.00,6.40,259.00,321.20,-1.20,3.60
1.00,7.30,324.10,480.50,0.00,1.20,0.00,9.00,337.10,291.10,2.40,76.60
1.00,5.90,325.50,420.70,0.70,47.40,0.00,7.30,299.80,479.30,0.00,-1.20
1.00,0.20,310.10,295.80,-0.40,-7.00,0.00,0.60,307.60,302.80,0.40,7.00
1.00,4.60,228.80,229.00,-2.40,-76.60,0.00,1.20,181.30,294.10,2.40,76.60
1.00,0.80,157.90,203.00,-2.40,-76.60,0.00,5.20,321.40,373.30,-0.70,-47.40
0.00,6.60,346.60,471.40,-0.88,-27.34,1.00,8.90,278.50,458.10,0.88,27.34
0.00,0.30,193.00,267.30,-0.88,-27.34,1.00,0.40,320.00,303.90,0.88,27.34
0.00,5.20,244.40,219.70,-0.88,-27.34,1.00,6.90,275.10,449.60,0.88,27.34
0.00,8.00,277.10,454.80,-0.88,-27.34,1.00,7.40,583.80,384.30,0.88,27.34
0.00,0.50,271.90,337.50,-0.88,-27.34,1.00,1.40,294.20,291.50,0.88,27.34
0.00,8.10,303.00,475.70,0.56,3.82,1.00,1.00,216.70,248.60,-0.56,-3.82
0.00,0.60,322.50,320.60,0.56,3.82,1.00,6.20,231.00,399.00,-0.56,-3.82
0.00,7.10,392.80,498.80,0.56,3.82,1.00,1.20,410.70,443.20,-0.56,-3.82
0.00,5.90,293.20,315.50,0.56,3.82,1.00,6.00,396.10,266.10,-0.56,-3.82
0.00,1.80,198.40,228.80,0.56,3.82,1.00,6.30,270.90,463.40,-0.56,-3.82
0.00,5.30,279.70,345.80,-2.30,-164.10,1.00,7.80,263.60,282.60,-0.20,-5.15
0.00,5.50,294.20,400.10,-2.30,-110.50,1.00,1.50,162.50,271.30,-0.20,-5.15
0.00,0.90,262.50,270.60,0.60,-85.30,1.00,7.60,380.20,509.90,2.30,164.10
0.00,8.50,284.30,302.10,0.20,5.15,1.00,7.80,501.70,510.60,2.30,110.50
0.00,1.20,167.20,262.10,0.20,5.15,1.00,0.30,327.60,355.90,-0.60,85.30
1.00,0.10,241.20,282.60,0.42,32.40,0.00,4.60,189.10,200.80,-0.42,-32.40
1.00,8.60,447.30,457.20,0.42,32.40,0.00,0.10,214.90,168.90,-0.42,-32.40
1.00,7.90,323.50,307.60,0.42,32.40,0.00,6.70,301.10,379.40,-0.42,-32.40
1.00,4.40,202.90,330.40,0.42,32.40,0.00,7.70,405.40,477.40,-0.42,-32.40
1.00,0.30,296.50,290.50,0.42,32.40,0.00,0.10,296.20,279.80,-0.42,-32.40
0.00,1.50,153.00,252.40,-0.60,-42.15,1.00,1.40,253.30,272.30,0.60,42.15
0.00,5.70,212.00,231.30,-0.60,-42.15,1.00,7.00,295.80,389.50,0.00,0.00
0.00,8.20,257.80,406.50,0.00,0.00,1.00,7.00,399.50,295.70,0.60,42.15
0.00,7.00,289.50,407.30,0.90,-8.90,1.00,6.10,263.00,416.20,-0.90,8.90
0.00,0.30,251.90,325.10,0.00,0.00,1.00,0.40,302.20,321.20,0.00,0.00
1.00,6.20,244.30,275.80,-0.85,-36.85,0.00,7.90,388.80,337.90,0.85,36.85
1.00,8.80,315.60,485.20,0.00,0.00,0.00,1.30,178.90,243.90,0.85,36.85
1.00,1.30,141.40,232.30,-0.85,-36.85,0.00,0.50,283.60,344.70,0.20,21.10
1.00,0.30,321.60,323.60,-0.20,-21.10,0.00,5.30,265.90,383.50,0.00,0.00
1.00,7.60,388.10,474.60,0.00,0.00,0.00,5.20,305.00,400.90,0.00,0.00
0.00,4.80,257.30,346.30,-0.82,-61.14,1.00,7.20,320.70,454.20,0.82,61.14
0.00,0.40,319.30,353.40,-0.82,-61.14,1.00,1.50,298.20,286.20,0.82,61.14
0.00,5.30,252.50,377.90,-0.82,-61.14,1.00,6.20,394.20,323.50,0.82,61.14
0.00,1.70,177.40,234.80,-0.82,-61.14,1.00,0.20,384.80,394.60,0.82,61.14
0.00,5.30,298.40,260.10,-0.82,-61.14,1.00,6.50,369.80,419.70,0.82,61.14
1.00,7.50,295.70,456.50,0.10,-5.80,0.00,7.40,260.20,291.90,-0.40,-58.35
1.00,0.10,253.50,342.70,-0.40,-1.20,0.00,0.50,233.80,343.90,0.40,1.20
1.00,7.10,289.90,407.70,0.00,-59.70,0.00,7.10,272.60,467.40,0.00,59.70
1.00,8.80,425.90,382.80,0.40,58.35,0.00,7.40,385.70,462.30,-0.10,5.80
1.00,1.10,233.40,348.90,0.40,58.35,0.00,1.70,251.90,323.10,-0.40,-58.35
1.00,5.70,371.40,410.30,-1.70,-3.20,0.00,7.40,357.50,413.50,1.70,3.20
1.00,8.20,386.10,357.00,1.25,53.45,0.00,0.10,320.20,231.80,-1.60,-151.60
1.00,1.00,282.70,244.70,1.25,53.45,0.00,1.30,154.00,218.70,-1.25,-53.45
1.00,6.40,280.50,427.70,0.80,19.00,0.00,5.60,246.70,408.70,-0.80,-19.00
1.00,1.70,355.80,383.40,1.60,151.60,0.00,5.40,228.00,276.10,-1.25,-53.45
1.00,6.60,415.60,423.20,1.95,128.80,0.00,6.80,330.50,298.40,-1.95,-128.80
1.00,5.30,354.90,328.80,1.95,128.80,0.00,1.20,239.90,196.00,-1.95,-128.80
1.00,0.80,188.60,225.20,0.00,0.00,0.00,0.30,244.20,168.60,-1.80,-261.80
1.00,2.10,481.00,430.40,1.80,261.80,0.00,6.80,303.30,427.50,0.00,0.00
1.00,5.10,269.50,332.30,0.00,0.00,0.00,4.70,257.80,377.20,0.00,0.00
1.00,1.10,200.60,253.40,0.25,44.45,0.00,6.20,284.00,411.10,0.30,9.10
1.00,8.70,362.50,357.50,0.25,44.45,0.00,8.00,273.90,298.70,-0.25,-44.45
1.00,0.30,343.90,384.30,0.20,63.00,0.00,7.30,258.70,431.60,1.20,-37.70
1.00,6.10,273.10,469.30,-1.20,37.70,0.00,0.10,261.20,321.30,-0.20,-63.00
1.00,5.90,303.30,402.00,-0.30,-9.10,0.00,1.30,180.80,223.30,-0.25,-44.45
0.00,7.40,284.10,317.10,0.00,0.00,1.00,5.60,216.50,363.30,0.00,0.00
0.00,6.90,318.30,481.80,0.00,0.00,1.00,0.30,247.60,296.70,0.00,0.00
0.00,1.30,179.50,247.10,0.00,0.00,1.00,8.90,275.10,376.40,0.00,0.00
0.00,0.50,295.20,331.90,0.00,0.00,1.00,6.50,312.90,396.70,0.00,0.00
0.00,6.40,376.80,428.20,0.00,0.00,1.00,1.20,155.50,227.30,0.00,0.00
1.00,1.20,199.60,231.80,1.04,60.98,0.00,5.80,226.20,290.00,-1.04,-60.98
1.00,8.20,374.80,491.90,1.04,60.98,0.00,5.40,281.60,339.50,-1.04,-60.98
1.00,4.90,351.80,370.60,1.04,60.98,0.00,0.00,397.40,373.50,-1.04,-60.98
1.00,7.50,379.70,339.40,1.04,60.98,0.00,5.30,280.30,390.30,-1.04,-60.98
1.00,0.90,486.50,520.50,1.04,60.98,0.00,1.00,166.50,256.00,-1.04,-60.98
1.00,0.10,278.60,356.50,0.92,47.74,0.00,1.70,165.00,92.40,-0.92,-47.74
1.00,6.20,254.80,395.70,0.92,47.74,0.00,1.60,164.40,242.60,-0.92,-47.74
1.00,7.50,295.70,466.70,0.92,47.74,0.00,7.10,313.30,470.10,-0.92,-47.74
1.00,1.30,226.90,269.30,0.92,47.74,0.00,0.30,254.50,305.30,-0.92,-47.74
1.00,8.60,437.90,323.20,0.92,47.74,0.00,8.40,308.60,462.30,-0.92,-47.74
0.00,0.20,198.60,202.70,0.00,0.00,1.00,6.70,395.10,290.30,0.00,0.00
0.00,7.00,250.50,409.50,0.20,-33.30,1.00,0.40,304.30,313.10,-0.40,-85.80
0.00,6.20,296.40,399.20,0.00,0.00,1.00,5.10,275.60,347.60,0.00,0.00
0.00,0.80,408.70,398.90,0.40,85.80,1.00,6.80,345.30,442.80,-0.20,33.30
0.00,3.70,259.00,231.50,0.00,0.00,1.00,1.20,280.90,270.80,0.00,0.00
0.00,1.30,201.20,265.80,0.00,0.00,1.00,0.10,292.10,305.70,-0.80,-90.40
0.00,5.50,277.50,400.30,-0.40,3.20,1.00,8.40,378.00,363.40,0.00,0.00
0.00,6.30,314.90,431.00,0.00,0.00,1.00,8.40,435.40,606.90,0.00,0.00
0.00,0.90,362.80,396.10,0.80,90.40,1.00,5.90,292.20,397.10,0.40,-3.20
0.00,7.90,294.70,295.70,0.00,0.00,1.00,1.50,231.80,284.30,0.00,0.00
0.00,1.60,191.60,277.60,0.00,0.00,1.00,4.30,237.10,369.90,0.00,0.00
0.00,1.20,286.00,367.90,0.20,-106.90,1.00,1.40,211.50,236.80,0.00,0.00
0.00,7.20,400.10,312.20,0.00,0.00,1.00,8.30,298.70,349.70,0.00,0.00
0.00,7.00,252.10,405.00,-1.40,-62.40,1.00,1.00,347.20,474.80,-0.20,106.90
0.00,6.50,274.90,379.00,0.00,0.00,1.00,8.40,269.10,467.40,1.40,62.40
0.00,8.60,283.70,458.30,1.50,-33.20,1.00,7.10,345.40,491.50,-1.50,33.20
0.00,6.40,363.00,262.20,0.00,0.00,1.00,7.30,290.40,451.80,1.60,30.00
0.00,1.20,218.80,246.20,0.00,0.00,1.00,1.10,414.30,488.30,0.00,0.00
0.00,5.70,261.90,421.80,-1.60,-30.00,1.00,1.60,255.00,264.60,0.00,0.00
0.00,0.50,223.90,250.80,0.00,0.00,1.00,6.50,390.70,340.90,0.00,0.00
0.00,8.90,441.70,474.90,0.00,0.00,1.00,7.20,258.30,277.90,0.30,9.40
0.00,0.30,319.50,391.60,-1.40,38.20,1.00,1.20,178.10,245.80,0.30,9.40
0.00,6.70,333.10,490.60,0.00,0.00,1.00,1.70,382.30,353.40,1.40,-38.20
0.00,1.10,154.40,211.70,-0.30,-9.40,1.00,7.70,353.30,471.80,0.00,0.00
0.00,6.70,263.00,293.20,-0.30,-9.40,1.00,6.60,397.70,450.20,0.00,0.00
1.00,3.10,566.20,691.00,0.32,20.00,0.00,1.50,455.30,688.60,-0.32,-20.00
1.00,1.10,486.10,714.40,0.32,20.00,0.00,1.90,522.30,720.90,-0.32,-20.00
1.00,2.60,481.20,676.90,0.32,20.00,0.00,2.30,571.70,752.40,-0.32,-20.00
1.00,1.70,509.60,742.50,0.32,20.00,0.00,2.00,485.40,595.90,-0.32,-20.00
1.00,3.30,523.70,649.00,0.32,20.00,0.00,2.50,462.40,616.00,-0.32,-20.00
0.00,1.30,499.70,719.30,-0.52,-98.48,1.00,1.00,600.60,890.20,0.52,98.48
0.00,3.10,585.20,822.90,-0.52,-98.48,1.00,5.50,627.70,778.90,0.52,98.48
0.00,1.20,547.30,641.30,-0.52,-98.48,1.00,1.10,549.40,874.00,0.52,98.48
0.00,2.20,550.90,808.20,-0.52,-98.48,1.00,2.40,615.60,795.80,0.52,98.48
0.00,1.40,406.50,719.90,-0.52,-98.48,1.00,1.80,672.50,865.10,0.52,98.48
0.00,8.00,326.60,478.10,0.00,0.00,1.00,7.40,264.60,443.10,0.00,0.00
0.00,0.50,314.00,379.00,0.30,23.90,1.00,1.40,224.30,276.00,-0.75,-3.60
0.00,7.00,308.20,431.50,0.00,0.00,1.00,6.30,258.30,423.30,0.00,0.00
0.00,1.30,230.60,264.90,0.75,3.60,1.00,0.20,274.30,355.10,-0.30,-23.90
0.00,7.50,264.60,349.70,0.75,3.60,1.00,5.90,312.50,331.40,-0.75,-3.60
1.00,7.30,304.70,437.10,-1.20,-19.50,0.00,0.90,448.30,391.80,0.30,5.50
1.00,7.80,384.10,459.30,3.00,80.50,0.00,4.80,282.00,378.80,-3.00,-80.50
1.00,1.10,249.40,225.80,-0.55,-10.35,0.00,8.50,288.90,456.60,1.20,19.50
1.00,0.60,478.10,386.30,-0.30,-5.50,0.00,6.20,327.30,321.00,0.55,10.35
1.00,6.20,344.20,341.80,-0.55,-10.35,0.00,2.20,211.90,267.30,0.55,10.35
1.00,6.60,264.00,445.20,-2.10,-58.00,0.00,6.90,247.80,296.70,0.75,-17.40
1.00,5.90,349.40,436.50,0.00,0.00,0.00,1.40,163.60,217.90,0.75,-17.40
1.00,0.40,306.90,305.70,0.00,0.00,0.00,6.20,232.40,361.30,0.00,0.00
1.00,0.20,264.80,237.70,-0.75,17.40,0.00,0.00,240.10,318.70,0.00,0.00
1.00,6.60,308.00,311.70,-0.75,17.40,0.00,8.70,321.30,503.20,2.10,58.00
1.00,7.20,253.70,449.80,-1.80,-35.90,0.00,1.10,340.20,397.00,0.00,-16.90
1.00,9.70,383.40,373.50,0.00,0.00,0.00,1.00,177.60,166.20,0.00,0.00
1.00,1.10,335.50,413.90,0.00,16.90,0.00,6.60,311.60,442.10,0.00,0.00
1.00,1.10,293.20,284.60,0.00,0.00,0.00,9.00,363.30,485.70,1.80,35.90
1.00,4.70,328.70,352.80,0.00,0.00,0.00,6.10,291.10,369.70,0.00,0.00
0.00,7.50,254.10,428.80,-0.90,-65.90,1.00,0.40,283.60,257.60,-0.10,-106.10
0.00,5.90,312.30,426.80,0.00,0.00,1.00,0.00,188.50,216.30,0.00,0.00
0.00,1.20,297.60,240.80,0.00,0.00,1.00,8.40,336.00,494.70,0.90,65.90
0.00,0.50,324.00,363.70,0.10,106.10,1.00,7.10,376.80,307.20,0.00,0.00
0.00,4.20,285.10,270.90,0.00,0.00,1.00,5.30,258.20,387.20,0.00,0.00
1.00,8.70,269.20,467.00,0.20,-29.90,0.00,1.10,317.40,383.60,0.00,0.00
1.00,6.00,311.10,267.00,-0.75,-36.25,0.00,6.40,329.20,465.00,0.00,0.00
1.00,1.70,337.60,419.00,0.00,0.00,0.00,7.70,345.20,286.00,0.75,36.25
1.00,1.50,192.00,262.60,-0.75,-36.25,0.00,8.50,270.70,496.90,-0.20,29.90
1.00,6.40,360.10,482.20,0.00,0.00,0.00,1.30,282.30,316.10,0.75,36.25
0.00,6.30,286.90,416.30,0.00,0.00,1.00,8.50,314.00,330.30,-0.40,2.00
0.00,8.70,319.60,330.10,0.40,-2.00,1.00,5.60,210.60,365.20,0.00,0.00
0.00,0.40,310.30,308.80,0.40,-57.20,1.00,0.00,357.40,366.00,-0.40,57.20
0.00,1.80,178.50,292.50,0.40,-2.00,1.00,8.60,432.30,524.90,0.00,0.00
0.00,6.40,320.00,488.70,0.00,0.00,1.00,1.20,211.10,296.30,-0.40,2.00
1.00,7.10,318.20,311.00,0.45,19.65,0.00,0.10,209.00,225.10,-0.45,-19.65
1.00,4.50,327.70,324.00,0.00,0.00,0.00,6.10,265.20,397.90,0.00,0.00
1.00,0.40,254.60,251.40,0.40,-17.80,0.00,0.00,316.00,269.20,-0.40,17.80
1.00,1.40,177.10,253.50,0.45,19.65,0.00,7.40,268.00,459.60,0.00,0.00
1.00,4.80,244.80,388.00,0.00,0.00,0.00,7.50,286.70,300.10,-0.45,-19.65
0.00,6.90,302.40,448.50,0.00,0.00,1.00,6.40,287.60,437.60,0.00,0.00
0.00,5.60,328.60,382.90,-2.10,-66.50,1.00,0.80,521.10,446.80,0.40,98.80
0.00,0.40,292.70,348.00,-0.40,-98.80,1.00,1.30,201.60,267.40,0.00,0.00
0.00,0.70,182.70,237.70,0.00,0.00,1.00,7.70,290.70,449.40,2.10,66.50
0.00,6.50,282.40,278.10,0.00,0.00,1.00,6.00,311.60,305.30,0.00,0.00
1.00,7.20,308.90,409.20,-0.76,-3.40,0.00,1.20,236.70,282.60,0.76,3.40
1.00,5.50,315.20,319.80,-0.76,-3.40,0.00,6.20,341.30,387.40,0.76,3.40
1.00,5.90,364.80,393.40,-0.76,-3.40,0.00,7.70,258.30,458.90,0.76,3.40
1.00,1.30,213.20,207.60,-0.76,-3.40,0.00,7.10,391.10,313.90,0.76,3.40
1.00,0.10,331.70,348.70,-0.76,-3.40,0.00,1.60,179.90,252.90,0.76,3.40
0.00,8.40,388.20,468.70,0.90,-3.00,1.00,6.30,258.60,451.90,0.00,0.00
0.00,1.30,158.00,226.70,0.80,-25.45,1.00,0.10,217.50,277.00,-0.80,25.45
0.00,7.70,264.70,312.20,0.80,-25.45,1.00,7.30,305.40,312.80,-0.80,25.45
0.00,7.60,318.00,516.90,0.00,0.00,1.00,7.50,260.60,471.70,-0.90,3.00
0.00,0.30,345.80,370.60,0.00,0.00,1.00,1.20,254.70,306.10,0.00,0.00
0.00,0.60,283.30,380.50,-0.60,15.40,1.00,7.70,346.80,279.60,0.65,13.95
0.00,8.20,327.50,491.90,2.90,91.60,1.00,1.30,191.40,240.80,0.65,13.95
0.00,1.80,168.10,257.70,-0.65,-13.95,1.00,5.30,328.90,400.30,-2.90,-91.60
0.00,5.90,242.50,234.80,-0.65,-13.95,1.00,1.20,447.50,365.10,0.60,-15.40
0.00,6.20,300.30,432.40,0.40,15.70,1.00,5.80,327.60,416.70,-0.40,-15.70
1.00,8.60,283.00,465.10,1.40,-11.50,0.00,3.30,378.30,198.40,-1.90,-46.30
1.00,0.50,485.90,297.10,-0.80,-71.00,0.00,6.20,282.90,430.60,1.00,77.40
1.00,6.30,307.50,273.50,1.90,46.30,0.00,1.30,411.00,368.10,0.80,71.00
1.00,1.60,184.20,241.50,1.90,46.30,0.00,0.80,323.00,224.00,-1.90,-46.30
1.00,5.20,224.00,353.20,-1.00,-77.40,0.00,7.20,246.00,476.60,-1.40,11.50
0.00,6.20,248.30,273.50,-0.35,-64.65,1.00,6.90,340.50,350.40,0.35,64.65
0.00,0.10,298.70,320.20,-0.30,-70.20,1.00,5.60,328.90,400.80,-1.50,-69.70
0.00,1.30,150.00,226.30,-0.35,-64.65,1.00,1.30,244.10,278.70,0.35,64.65
0.00,6.80,322.20,448.80,-0.20,-12.40,1.00,7.00,364.30,461.20,0.20,12.40
0.00,7.10,328.40,470.50,1.50,69.70,1.00,0.40,350.90,390.40,0.30,70.20
1.00,8.60,335.90,514.20,0.00,0.00,0.00,7.90,363.30,444.40,0.00,0.00
1.00,6.50,303.70,283.00,0.00,0.00,0.00,0.20,175.80,199.20,0.00,0.00
1.00,5.50,274.40,411.20,-1.10,42.60,0.00,5.30,228.30,267.00,0.00,0.00
1.00,0.50,272.20,338.90,-0.50,21.40,0.00,1.00,322.10,317.50,0.50,-21.40
1.00,0.50,211.30,209.70,0.00,0.00,0.00,6.60,304.50,368.60,1.10,-42.60
0.00,7.10,288.30,361.80,-0.36,-29.36,1.00,7.30,339.20,479.20,0.36,29.36
0.00,1.60,234.30,286.10,-0.36,-29.36,1.00,5.90,238.10,290.70,0.36,29.36
0.00,6.90,411.50,343.20,-0.36,-29.36,1.00,0.30,379.80,376.80,0.36,29.36
0.00,1.30,335.00,424.00,-0.36,-29.36,1.00,1.40,209.30,227.90,0.36,29.36
0.00,4.30,221.90,323.80,-0.36,-29.36,1.00,8.10,389.90,511.10,0.36,29.36
0.00,7.30,299.80,318.60,0.35,-7.40,1.00,7.20,245.00,449.60,0.00,0.00
0.00,1.00,410.00,408.60,0.80,107.80,1.00,0.20,246.70,300.80,-0.80,-107.80
0.00,7.00,287.60,374.00,0.00,0.00,1.00,7.50,379.30,486.20,0.00,0.00
0.00,7.20,267.30,469.40,0.00,0.00,1.00,7.80,414.30,332.30,-0.35,7.40
0.00,1.40,161.60,253.10,0.35,-7.40,1.00,0.20,272.30,254.20,-0.35,7.40
0.00,6.50,230.80,379.90,-0.78,-18.18,1.00,8.50,299.20,327.90,0.78,18.18
0.00,8.10,292.40,455.30,-0.78,-18.18,1.00,1.10,156.20,273.40,0.78,18.18
0.00,7.10,250.20,293.50,-0.78,-18.18,1.00,8.90,319.50,478.80,0.78,18.18
0.00,0.90,318.10,389.50,-0.78,-18.18,1.00,0.50,353.40,368.00,0.78,18.18
0.00,0.40,248.50,290.00,-0.78,-18.18,1.00,7.90,371.20,451.00,0.78,18.18
1.00,0.90,154.20,175.40,-0.55,-50.20,0.00,9.60,319.50,339.60,0.55,50.20
1.00,0.50,330.30,274.90,0.10,-51.60,0.00,1.40,181.60,293.60,0.55,50.20
1.00,8.70,424.30,517.90,0.00,0.00,0.00,0.40,262.40,326.50,-0.10,51.60
1.00,6.60,347.50,438.60,0.00,0.00,0.00,6.00,308.80,422.90,0.00,0.00
1.00,9.00,295.50,357.40,-0.55,-50.20,0.00,6.30,266.30,403.40,0.00,0.00
1.00,6.50,240.40,454.90,0.00,0.00,0.00,0.30,183.00,266.50,0.00,0.00
1.00,7.70,255.80,456.10,0.00,0.00,0.00,8.30,389.50,317.10,0.00,0.00
1.00,1.20,185.40,208.80,-6.00,-222.60,0.00,0.90,311.20,320.70,0.70,-45.90
1.00,5.00,306.50,258.00,0.00,0.00,0.00,7.00,274.40,463.60,0.00,0.00
1.00,0.20,284.70,366.60,-0.70,45.90,0.00,7.20,274.90,431.40,6.00,222.60
0.00,0.50,169.90,214.90,-1.20,-40.75,1.00,5.20,243.60,362.00,-0.70,-76.20
0.00,5.90,312.50,438.20,0.70,76.20,1.00,7.30,269.70,298.10,1.20,40.75
0.00,7.10,310.50,451.00,0.00,0.00,1.00,1.30,440.50,412.90,0.00,0.00
0.00,5.60,234.90,254.50,-1.20,-40.75,1.00,1.20,208.30,252.80,1.20,40.75
0.00,0.10,264.90,313.60,0.00,0.00,1.00,6.30,273.10,420.20,0.00,0.00
0.00,0.70,320.60,377.40,0.00,2.90,1.00,8.10,561.20,393.50,1.70,78.85
0.00,6.00,271.70,363.80,-0.90,-43.30,1.00,1.20,193.30,229.00,1.70,78.85
0.00,4.30,242.30,221.20,-1.70,-78.85,1.00,0.70,374.70,374.50,0.00,-2.90
0.00,5.60,289.80,355.30,-1.00,-123.70,1.00,6.90,372.00,407.10,0.90,43.30
0.00,1.60,249.50,243.60,-1.70,-78.85,1.00,6.60,383.80,479.00,1.00,123.70
0.00,6.90,268.70,274.80,0.50,-23.50,1.00,7.20,349.00,425.30,1.10,12.60
0.00,1.60,174.60,235.70,0.50,-23.50,1.00,6.10,309.20,268.30,-0.50,23.50
0.00,6.60,228.20,438.90,-2.00,-18.40,1.00,8.60,307.00,457.30,2.00,18.40
0.00,0.30,274.60,362.80,-0.10,-15.60,1.00,1.40,267.40,289.20,-0.50,23.50
