teamid,win,csPerMin,goldPerMin,xpPerMin,csDiffPerMin,xpDiffperMin,,
100,0,4.4,245.84,327.52,-0.26,-23.9,,
100,1,4.88,271.16,372.3,-0.02,15.76,,
100,1,4.74,286.84,379.62,-0.66,2.66,,
100,0,4.92,287.28,384.56,-0.34,-16.46,,
100,1,4.52,244.96,347.78,-0.76,-16.62,,
100,0,4.46,328.92,360.68,0,0,,
100,1,3.86,308.42,365.94,-0.8,11.72,,
100,1,4.94,283.4,375.02,0.56,10.42,,
100,1,4.38,300.7,370.32,0,0,,
100,1,4.68,307.6,400.56,0.02,68.34,,
100,0,4.08,358.92,361.36,0.02,31.32,,
100,1,4.76,355.1,401.76,0.34,66.1,,
100,0,3.38,247.54,313.76,-0.28,-32.26,,
100,1,5.06,265.76,352.8,0.96,-9.26,,
100,0,4.16,255.98,338.48,-0.48,-43.74,,
100,0,2.54,238.32,244.88,-1.88,-120.28,,
100,1,4.04,314.74,356.7,0.24,23.24,,
100,0,4.3,254.9,358.96,0.1,9.74,,
100,1,4.78,385.94,415.68,1.48,116.82,,
100,1,5.08,285,353.8,0.74,12.12,,
100,1,4.96,311.16,364.06,0.36,7.22,,
100,0,4.68,303.16,376.28,-0.12,-6.78,,
100,1,4.34,243.84,332.4,0.18,11.04,,
100,0,4.58,284.6,349.9,-0.14,-7.92,,
100,0,4.84,285.76,356.42,0.24,-6.98,,
100,1,4.78,304.02,384.3,-0.04,11.3,,
100,1,3.78,321.72,335,0,0,,
100,1,4.86,313.16,380.16,0.56,13.78,,
100,1,1.74,804.2,821.22,-0.38,69.62,,
100,1,4.88,285.9,377.16,-0.64,2.18,,
100,0,1.86,719.94,778.36,0.24,-26.56,,
100,0,2.32,518.82,743.32,0,0,,
100,0,4.58,258.8,368.26,-0.3,-13.54,,
100,1,4.22,327.98,386.1,-0.14,5.1,,
100,0,4.38,266.38,342.62,-0.4,-27.5,,
100,0,4.1,301.64,335.82,-0.36,-12.62,,
100,1,4.76,282.84,359.78,-0.08,-7.36,,
100,0,5.24,288.56,373,0.48,-2.68,,
100,1,4.78,302.3,367.92,-0.94,4.7,,
100,0,4.8,265.7,346.96,0,0,,
100,0,4.62,232.06,342.9,-0.38,-4.6,,
100,0,4.38,257.98,341.2,-0.22,-42.52,,
100,1,4.52,258.52,349.28,-0.56,-11.68,,
100,0,2.1,537.1,743.02,0,0,,
100,0,1.6,452.44,615.56,0,0,,
100,0,4.42,312.02,378.14,0.12,32.46,,
100,1,0,0,0,0,0,,
100,0,2.04,550.18,780.2,0.1,36.24,,
100,0,1.88,553.54,713.24,-0.06,-158.38,,
100,0,1.9,562.62,797.38,0,0,,
100,0,2.4,565.3,793.14,0,0,,
100,0,3.9,357.82,367.1,-0.02,17.56,,
100,0,4.58,269,364.04,-0.64,-5.34,,
100,1,4.66,318.04,368.16,0.42,17.06,,
100,0,3.94,298.62,372,-0.56,-10.42,,
100,0,4.26,276.26,354.62,0.16,-46.54,,
100,0,4.46,283.74,363.18,0.04,17.26,,
100,1,4.78,375.36,401.1,1.18,102.76,,
100,0,2.32,581.72,814.62,0.04,60.58,,
100,1,2.04,514.5,691.52,0,0,,
100,0,4.98,248.9,363.52,-0.1,15.84,,
100,0,5.4,291.92,384.24,0.56,1.42,,
100,0,4.46,273.92,334.4,-0.22,-19.92,,
100,1,4.88,297,363.7,-0.4,-19.04,,
100,1,4.48,335.6,368.02,-0.14,26.98,,
100,1,4.68,341.92,398.44,0.1,67.78,,
100,1,4.5,300.02,370.64,-0.18,-1.52,,
100,0,4.6,273.56,352.92,-1.36,-58.88,,
100,1,5.24,255.92,341.2,0.48,-29.16,,
100,1,4.3,262.02,337.44,-0.38,-28.36,,
100,1,3.96,358.48,362.24,-0.34,31.46,,
100,0,4.58,262.94,357.74,-0.12,-23.42,,
100,1,4.82,347.4,379.46,0.2,21.54,,
100,1,2.1,489.02,670.34,0.28,2.26,,
100,1,5.2,263.12,338.54,0.4,-17.48,,
100,0,4.62,276.52,365.18,1.02,-1.32,,
100,1,4.18,259.16,348.02,-0.5,-31.4,,
100,0,4.82,247.48,380.08,0.26,-7.28,,
100,1,4.82,307.88,354.88,0,0,,
100,1,4.26,293.42,343.28,-0.38,-8.8,,
100,0,1.64,493.48,674.36,-0.56,-91.6,,
100,0,2.42,514.96,726.54,0,0,,
100,1,2.46,557.96,778.48,0,0,,
100,1,2.1,553.72,767.92,-0.04,24.6,,
100,1,2.12,548.6,725.86,0,0,,
100,0,4.5,270.76,376.42,0.1,-28.4,,
100,1,4.76,282.98,358.78,0.52,-9.02,,
100,0,4.86,330.88,383.24,-0.64,-19.48,,
100,1,4.46,286.06,381.12,-0.66,-5.86,,
100,1,1.98,544.32,759.72,-0.46,25.9,,
100,1,2.18,506.44,706.86,0,0,,
100,0,3.12,264.48,325.24,0.06,18.8,,
100,0,2.42,524.42,732.06,0,0,,
100,0,2.12,506.52,715.5,-0.16,-68.68,,
100,0,3.32,311.6,345.52,0.4,34.14,,
100,0,2.5,459.64,630.02,-0.72,-4.3,,
100,0,2.36,529.14,757.14,0.1,13.58,,
100,0,2.22,504.2,680.52,0.2,-52.52,,
100,1,2.22,548.6,738.82,0,0,,
100,1,4.6,296.9,353.3,0.1,24.9,,
100,1,4.32,273.94,367.76,-0.16,10.98,,
100,1,4.48,308.4,378.94,1.02,63.82,,
100,1,3.64,322.2,364.54,0.08,38.34,,
100,1,4.26,353.14,386.84,-0.24,12.16,,
100,0,5.36,308.5,385.42,-0.06,-3.38,,
100,1,4,275.34,309.3,0.26,-11.22,,
100,0,3.72,839.92,608.16,-1.2,-71.64,,
100,0,4.06,282.48,338.7,0,28.76,,
100,1,4.94,811.78,566.36,-0.28,-5.86,,
100,1,3.06,237.42,314.34,-1.36,-46.98,,
100,0,4.68,265.62,345.66,0.06,-8.78,,
100,1,4.66,274.56,360.24,0.36,44.26,,
100,0,4.44,260.68,334.16,-0.56,-51.3,,
100,0,1.56,142.06,135.54,-3.94,-245.52,,
100,0,4.42,289.84,354.96,-0.58,-31.12,,
100,0,5.46,808.5,627.56,0,0,,
100,1,2.16,485.12,642.64,-0.32,-37.36,,
100,0,4.22,290.8,381.2,-0.26,12.22,,
100,0,4.88,273.62,351.3,0.2,-22.96,,
100,1,4.26,248.7,340.92,-0.36,-47.82,,
100,1,4.88,283.5,391.28,0.02,20.86,,
100,1,4.78,305.9,366.54,0.48,-3.68,,
100,1,4.36,356.8,376.34,0.84,49.3,,
100,1,4.44,330.12,387.44,0.88,40.76,,
100,1,5.06,276.28,366.84,-0.02,-6.38,,
100,1,0,0,0,0,0,,
100,1,4.04,316.1,392.56,-0.64,23.08,,
100,1,4.18,286.7,351.46,-0.36,-11.94,,
100,0,4.04,268.46,308.68,0.38,-50.14,,
100,0,4.02,327.8,356.14,-0.12,21.44,,
100,0,4.04,247.98,339.96,-0.86,-27.24,,
100,0,2.54,247.62,273.9,-2.48,-110,,
100,0,4.88,291.54,365.82,0.24,3.94,,
100,0,4.02,272.18,330.54,-0.68,-18.3,,
100,1,4.4,284.7,362.72,0.22,24.64,,
100,1,4.64,286.52,373.52,0,0,,
100,1,5.16,302.8,407.04,1.46,56.2,,
100,0,5.24,266.88,368.18,0.5,-1.64,,
100,1,5.14,320.96,384.1,0.88,39.08,,
100,1,4.86,321.52,371.5,0.48,44.52,,
100,1,4.12,285.88,360.2,-0.84,7,,
100,0,4.48,263.72,345.34,-0.28,-18.18,,
100,0,3.94,233.78,304.6,-0.74,-79.34,,
100,0,4.8,277.1,381.5,-0.04,14.86,,
100,0,3.98,278.74,388.42,-0.44,28.48,,
100,0,4.08,255.88,335.36,-0.38,-36.4,,
100,0,4.34,259.54,352.58,-0.02,-16.18,,
100,0,5.66,273.68,389.94,0.18,-2.68,,
100,0,4.72,293.6,331.98,0.46,-42.14,,
100,1,5.1,288.24,384.62,0.84,48.94,,
100,0,4.24,325.9,347.94,-0.48,-2.66,,
100,0,4.3,270.76,371.56,-0.2,11.14,,
100,0,4.6,280.78,371.26,-0.1,28.42,,
100,0,4.96,279.48,373.46,0.12,16.66,,
100,1,4.78,258.28,364.04,0.4,14.16,,
100,1,4.92,324.26,397.18,0.5,53.32,,
100,0,4.68,298.88,360.58,-0.28,-30.32,,
100,1,4.98,354.68,412.46,1,108.96,,
100,0,3.98,270.52,349.5,0.32,7.86,,
100,1,4.54,300.78,383,-0.1,54.42,,
100,1,4.46,282.26,344.4,0.56,15.16,,
100,1,4.36,381.8,384.24,0.66,55.52,,
100,0,3.82,265.3,318.78,-0.9,-72.8,,
100,0,4.6,261.92,357.52,-0.24,-15.66,,
100,1,4.82,238.48,353.22,-0.4,-46.38,,
100,0,4.34,291.3,360.08,-0.24,0.4,,
100,1,4.48,304.42,405.18,-0.4,68.84,,
100,0,4.76,277.76,351.4,0.36,-13.78,,
100,1,4.68,317.02,411.06,0.48,79.02,,
100,0,4.64,314.88,365.56,0.52,16.96,,
100,1,5.02,314.04,402.26,0.38,55.86,,
100,0,5.04,320.74,391.28,0.18,35.96,,
100,1,4.86,328.22,357.88,0.54,11.84,,
100,1,4.68,321.2,379.9,-0.12,44.5,,
100,1,5.02,280.78,382.98,0.08,17.44,,
100,1,4.44,270.98,339.34,-0.08,-16.26,,
100,0,4.38,297.68,381.02,0.06,24.3,,
100,1,4.48,332.1,389.54,0.62,49.12,,
100,1,4.66,287.78,374,1.04,30.28,,
100,0,4.28,310.06,369.44,0.16,9.66,,
100,1,4.82,277.5,387.2,0.18,36.4,,
100,0,4.9,273.7,393.26,0.34,48.5,,
100,0,5.02,256.9,382.82,0.16,9.72,,
100,0,4.64,288.9,353.1,0.12,-15.4,,
100,0,4.16,255.38,336.44,-0.24,-17.34,,
100,0,4.18,294.82,324.24,-0.02,8.04,,
100,0,3.6,230.3,332.54,-0.92,-52.06,,
100,0,4.72,254.26,359.36,0.06,-15.96,,
100,0,4.06,300.36,380.28,-0.52,27.5,,
100,0,4.62,331.92,372.34,0.3,21.26,,
100,0,4.38,278.86,337.32,-0.62,-32.62,,
100,1,5.22,288.46,376.28,0.58,15.84,,
100,0,3.82,236.58,358.76,-1.14,-41.64,,
100,1,0,0,0,0,0,,
100,0,4.48,263.42,360.46,-0.34,-3.42,,
100,1,4.32,264.34,345.32,-0.2,-2.72,,
100,0,5.08,254.64,375,-0.14,-12.38,,
100,0,4.4,292.22,369.96,0.66,12.86,,
100,1,4.28,337.16,391.9,0.36,94.18,,
100,0,4.38,281.58,351.66,-0.24,-41.38,,
100,1,4.64,294.54,334.12,0.3,21.26,,
100,0,3.94,297.6,381.9,-0.14,-7.06,,
100,1,4.6,269.12,355.86,-0.4,-12.58,,
100,1,4.24,315.84,369.9,-0.2,35.44,,
100,0,4.04,270.92,338.26,0.7,-24.56,,
100,0,4.34,253.22,345.52,-0.38,-30.92,,
100,1,4.42,286.56,381.6,-0.44,31.76,,
100,1,5.02,325.3,361.38,0.66,13.68,,
100,0,4.04,248.52,344.22,-0.32,-11.54,,
100,0,3.8,256.66,312.52,-0.22,-51.1,,
100,1,4.72,388.76,412.8,0.78,98.62,,
100,1,4.3,281.5,346.84,-0.18,-29.02,,
100,1,4.26,339.18,384.3,-0.02,12.94,,
100,0,3.74,219.66,316.18,-0.98,-71.68,,
100,0,4.68,294.36,379.64,0.06,36.94,,
100,1,5.28,384.58,369.68,1.34,78.34,,
100,0,4.44,267.98,340.42,-0.18,-29.38,,
100,0,4.74,249.74,362.44,-0.26,-34.24,,
100,1,4.48,296.98,383.66,-0.44,-5.12,,
100,1,5.3,292.96,407.54,0.38,14.9,,
100,1,4.72,304.2,408.76,0.24,46.74,,
100,0,4.3,289.5,350.12,-0.4,-1.32,,
100,0,4.94,259.78,341.54,0.18,-11.54,,
100,1,5.12,266.84,374.44,0.14,-0.44,,
100,0,4.06,282.62,339.12,-0.46,-18.84,,
100,1,4.92,280.7,372.98,0.26,11.34,,
100,1,4.62,290.18,367.26,0.24,13.92,,
100,0,4.8,256.32,357.4,-0.36,-19.56,,
100,1,4.54,313.1,388.04,0.04,27.38,,
100,0,4.2,244.08,352.2,-1.4,-20.48,,
100,0,5.4,295.3,383.66,1,26.34,,
100,1,4.86,284.26,375.98,0.64,17.84,,
100,0,4.7,272.94,351.24,-0.06,-28.36,,
100,0,4.88,307.24,358.22,0.02,-13.92,,
100,0,4.02,272.78,342.4,-0.1,-1.76,,
100,1,4.12,285.06,344.94,-0.82,-2.18,,
100,0,4.36,265.04,327.9,0.16,-65.32,,
100,1,5.26,314.06,384.8,0.48,35.76,,
100,0,4.36,266.14,321.42,0,0,,
100,1,4.38,304.82,374.28,-0.18,15.32,,
100,0,4.94,298.8,366.1,-0.34,-15.38,,
100,1,5.24,306.64,388.34,0.84,-5.96,,
100,1,5.04,272.04,365,-0.08,4.56,,
100,1,4.8,353.56,388.52,0.8,31.94,,
100,1,4.72,282.8,380.26,-0.36,1.32,,
100,0,4.44,260.44,336.1,0.5,-3.24,,
100,0,3.9,241.2,333.6,-0.6,-31.38,,
100,1,5.2,277.78,352.64,0.36,-13.18,,
100,1,4.54,262.7,373.82,-0.12,10.6,,
100,0,4.72,297.22,375.24,-0.26,20.84,,
100,0,5.26,263.54,382.08,-0.22,1.16,,
100,0,4.12,315.72,370.34,-0.36,3.16,,
100,1,5.08,288.86,357.52,-0.28,-21.66,,
100,1,4.04,252.7,362.9,-0.34,-8.2,,
100,1,4.36,316.52,400.46,0.24,43.88,,
100,0,4.44,280.1,328,-1.38,-59.18,,
100,1,4.42,290.3,340.3,-0.4,-25.2,,
100,1,4.66,309.3,367.06,0.18,16.48,,
100,0,4.66,297.52,340.56,0.06,-36.56,,
100,1,4.42,400.84,384.24,1.14,130.42,,
100,0,4.36,251.16,323.58,0.12,-30.94,,
100,0,4.22,277.24,323.04,-0.28,-22.28,,
100,1,4.8,307.96,381.62,-0.02,52.5,,
100,0,4.54,291.48,356.68,-0.32,-14.4,,
100,1,4.24,315.82,379.84,-0.1,8.74,,
100,0,4.4,283,340.56,-0.48,-31.02,,
100,0,4.72,233.3,347.78,0.04,-18.34,,
100,0,5.14,268.48,363.24,0.42,-17.42,,
100,1,4.14,292.54,360.42,0.26,13.64,,
100,0,3.9,248.28,305.78,-0.12,-25.46,,
100,0,3.7,230.96,308.66,-1.1,-87.84,,
100,1,4.34,321.96,373,0.1,58.74,,
100,1,4.66,263.98,373.78,-0.4,20.04,,
100,1,4.46,259.26,359.46,-0.48,-13.18,,
100,0,4.78,248.76,382.84,-0.08,-4.4,,
100,1,4.14,254.5,349,0,0,,
100,1,5.4,348.06,410.32,0.92,68.1,,
100,0,5.1,254.02,353.4,0.4,-9.56,,
100,1,4.16,290.06,334.18,-0.02,-5.02,,
100,1,4.98,324.2,390.82,0.78,36.04,,
100,1,4.2,312.36,356.54,-0.22,-14.22,,
100,1,4.48,253.36,352.96,-0.06,-17.54,,
100,0,4.36,300.3,349.24,0.14,-22,,
100,0,4.42,319.92,398.5,-0.32,24.04,,
100,0,4.3,320.34,379.58,0.14,33.94,,
100,1,4.52,363.52,397.42,0.02,74.8,,
100,0,4.66,283.8,376.74,-0.12,13.02,,
100,0,4.8,246.72,353.22,0.14,-8.86,,
100,0,4.24,262.74,338.64,-0.22,-54.4,,
100,0,4.92,251.26,359.1,0.42,-16.42,,
100,0,4.8,306.46,384.3,0.12,54.68,,
100,1,3.9,241.12,359.68,0.18,28.66,,
100,1,4.46,286.68,358.64,0.18,8.8,,
100,1,4.96,331.98,404.82,0.18,62.98,,
100,1,5.44,308.74,385.1,0.86,48.96,,
100,0,4.42,264.6,367.54,0.98,-25.54,,
100,1,4.9,321.54,346.06,0.76,21.48,,
100,0,4.94,280.16,365.84,0.3,-3.5,,
100,1,4.72,313.54,380.1,-0.16,-7.84,,
100,1,3.98,250.6,335.18,-0.36,8.04,,
100,0,4.98,316.96,360.5,0.86,24.98,,
100,0,4.82,226.74,337.14,0.04,-63.44,,
100,0,4.4,310.06,344.38,0.02,-0.32,,
100,0,4.46,304.26,355.84,0.64,9.36,,
100,1,4.84,334.72,380.7,-0.06,36.12,,
100,0,4.64,276.48,371.94,-0.5,-26.26,,
100,0,4.82,290.36,353.58,0.12,-21.04,,
100,1,5.58,313.6,404.5,0.88,38.44,,
100,1,4.94,253.14,347.16,-0.04,-50.12,,
100,0,4.86,248.68,338.16,0.44,-15.06,,
100,0,4.9,249.92,344.58,0.6,-34.76,,
100,1,4.56,280.24,343.58,-0.04,-0.42,,
100,0,3.46,220.62,303.48,-0.92,-72.38,,
100,1,4.9,362,400.88,0.98,74.68,,
100,1,4.88,285.32,369.18,0.78,10.44,,
100,0,4.36,282.18,354.38,-0.34,-31.42,,
100,1,4.34,268.94,343.48,0.48,6.5,,
100,1,4.64,278.26,338.22,0.5,-2.96,,
100,1,4.44,293.52,354.14,0.4,24.76,,
100,0,4.78,246.4,353.04,-0.4,-50.98,,
100,0,4,239.42,352.72,-0.54,-8.08,,
100,1,3.84,254.74,377.38,-1.3,-13.28,,
100,0,4.62,271.78,339.08,-0.3,-38.12,,
100,0,3.84,241.62,311.68,-0.76,-85.04,,
100,0,4.46,264.86,350.1,-0.64,-24.02,,
100,0,4.56,284.14,325.12,-0.04,-46.44,,
100,1,4.6,300.68,355.46,0.3,40.92,,
100,0,4.32,247.38,333.76,-0.52,-38.64,,
100,1,5,296.32,398.58,-0.08,2.82,,
100,1,2.4,561.44,741.8,0.24,-18.7,,
100,1,4.94,319.48,383.82,-0.02,20.54,,
100,1,5,268.44,383.88,0.24,26.7,,
100,0,4.84,285.76,356.42,0.24,-6.98,,
100,1,4.9,282.52,360,0.28,-7.18,,
100,1,5.54,319.66,384.62,1.48,45.62,,
100,0,4.26,291.46,325.84,-0.34,-39.52,,
100,1,4.94,320,367.38,0.6,23.9,,
100,1,4.46,355.48,392.56,0.56,64.1,,
100,1,4.76,280.68,358,0.16,-17.4,,
100,1,4.84,322.98,366.74,0.7,14.92,,
100,0,4.32,297.64,342.22,0.34,1.98,,
100,0,4.74,291.86,368.6,0.16,0.66,,
100,1,4.54,316.54,378.14,-0.3,13.9,,
100,0,4.18,284.78,374.6,-0.22,-20.86,,
100,0,4.34,312.64,354.94,0.46,40.6,,
100,0,4.84,336.46,371.86,0.94,43.18,,
100,0,5.02,281.38,374.54,0.06,-2.56,,
100,1,3.82,284.48,339.68,0.1,5.74,,
100,0,4.5,263.08,384.3,-0.72,-18.78,,
100,0,3.9,328.06,371.44,1.76E-16,4.38,,
100,1,4.74,277.56,358.04,1.02,3.74,,
100,0,4.42,282.38,357.96,-0.46,-4.88,,
100,0,4.64,292.5,364.24,0.3,6.34,,
100,1,4.72,272.14,355.02,0.6,17.16,,
100,0,5.06,286.66,389.68,-0.18,-5.74,,
100,1,4.3,274.02,366.32,-0.66,-35.12,,
100,0,4.46,342.24,417.58,-0.52,24.78,,
100,0,4.86,320.34,394.06,0.24,-6.22,,
100,0,5.02,282.32,371.2,0.5,30.4,,
100,0,4.7,294.74,376.72,0.12,13.32,,
100,1,5.22,289.24,390.36,0.12,35,,
100,1,4.42,344.2,366.06,0.7,48.98,,
100,1,4.26,344.34,362.46,0.36,42.6,,
100,1,4.6,279.58,349.94,0.18,-5.36,,
100,1,5.08,325.34,403.42,6.7E-16,38.76,,
100,1,5.22,290.74,373.28,0.4,26.62,,
100,1,3.96,269.34,308.64,-0.18,-43.66,,
100,1,4.16,331.72,357.18,-0.42,7.82,,
100,0,4.62,239.36,335.36,-0.66,-37.96,,
100,1,3.66,259.36,328.9,-0.52,-6.96,,
100,1,4.04,280.36,366.4,-0.78,13.46,,
100,0,3.74,289.3,350.7,-0.08,22.34,,
100,0,4.04,265.52,328.46,-0.96,-55.6,,
100,1,4.62,338.74,379.76,6.7E-16,37,,
100,1,5.1,323.48,387.64,0,0,,
100,0,4.6,291.02,383.38,0,-1.26,,
100,1,4.76,292.74,381.66,0.04,-2.82,,
100,0,4.18,249.64,304.96,-0.66,-31.52,,
100,1,4.48,364.9,372.42,0.86,59.98,,
100,0,4.48,279.36,373.16,0.06,3.52,,
100,1,4.34,279.1,341.06,0.26,38.04,,
100,1,4.78,321.48,377.76,-0.06,0.9,,
100,0,4.08,260.88,298.14,-0.6,-89.06,,
100,0,2.4,565.24,702.14,-0.1,-96.36,,
100,1,4.82,337.16,403.86,0.42,67.24,,
100,0,4.52,277.48,346.32,0.08,18.18,,
100,0,3.96,290.48,363.7,-0.94,-1.86,,
100,0,4.42,245.58,350.06,-0.44,-31.4,,
100,0,4.84,268.54,358,0.02,-29.22,,
100,1,4.28,324.94,363.36,-0.14,14.2,,
100,1,4.16,276.36,324.1,-1.22,-31.14,,
100,0,4.82,247.62,355.5,-0.5,-31.18,,
100,1,5.14,322.78,384.14,1.2,45.16,,
100,1,5.08,298.04,399.28,0.5,59.6,,
100,0,4.54,239.8,342.08,-0.12,-16.94,,
100,0,5.22,257.12,375.68,0.48,18.9,,
100,0,4.68,259.44,320.5,0.36,-33.94,,
100,0,4.48,282.58,342.96,0.1,5.78,,
100,0,3.74,292.04,330.32,-0.38,-68.86,,
100,0,4.5,291.74,373.46,0.6,27.92,,
100,1,4.82,334.2,386.26,0.34,45.56,,
100,1,4.36,315.64,393.28,0.02,21.06,,
100,1,5.1,383.98,415,1.2,86.74,,
100,0,4.98,348.94,383.46,0.14,-2.34,,
100,0,5.34,278.36,366.88,0.78,-18.18,,
100,1,5.12,297.6,350.96,0.52,17.04,,
100,1,5.74,317.5,393.4,0.14,45.78,,
100,1,5.12,330.94,389.26,1.24,43.38,,
100,1,4.32,291.12,345.74,0.74,-12.7,,
100,1,4.4,271.62,358.98,-0.4,-15.88,,
100,0,4.6,269.52,339.52,0.3,-46.8,,
100,0,4.12,238.8,353.92,-1.56,-43.52,,
100,0,3.88,245.88,309.38,-0.72,-46.06,,
100,0,4.74,301.32,385.32,0.76,-15.06,,
100,1,4.52,304.28,370.24,0.4,19.28,,
100,0,4.06,266.78,332.16,-0.82,-26.36,,
100,1,4.2,305.64,356.52,-0.14,8.16,,
100,1,4.62,244.9,347.4,-0.1,2.1,,
100,1,5.14,321.26,382.18,0.58,44.72,,
100,0,4.72,317.22,346.48,1.32,17.62,,
100,1,4.56,304.82,375.32,0.04,-3.54,,
100,1,5.04,308.36,403.02,0.14,37.98,,
200,1,5.02,259.3,345.84,0.04,-9.08,,
200,1,4.6,336.7,371.56,0.04,46.44,,
200,0,4.56,320.14,361.48,0.34,20.04,,
200,1,4.64,320.74,395.96,-0.54,41.62,,
200,1,5.28,328.28,375.78,0.16,-9.06,,
200,0,4.78,271.68,357.36,-0.1,-15.36,,
200,1,4.64,287.9,377.12,0.12,30.78,,
200,0,4.56,262.88,350.04,-0.48,-28.6,,
200,1,4.96,313.84,392.22,0.84,58.32,,
200,0,4.8,308.66,353.6,0.08,-35.74,,
200,0,4.06,292.42,345.8,-0.72,-9.12,,
200,0,4.28,260.48,351.02,-0.12,-14.66,,
200,0,4.22,268.98,330.38,-0.26,-4.3,,
200,1,5,331.82,392.54,0.32,28.52,,
200,0,4.76,288.08,385.7,0,26.6,,
200,1,4.54,267.32,354.52,-0.82,-24.04,,
200,1,4.48,304.82,360.94,-0.54,-16.28,,
200,0,5.34,258.34,365.86,0.58,1.3,,
200,1,5.22,259.08,358.78,0.08,-29.64,,
200,1,4.36,294.9,377.8,-0.5,33.66,,
200,0,5.12,276.04,368.64,0.32,-8.14,,
200,1,4.6,318.92,352.72,1.1,66.92,,
200,0,4.54,301.58,355.98,0.34,31.86,,
200,0,4.9,328.74,376.02,0.66,11.44,,
200,0,4.12,273.58,334.14,-0.74,-77.86,,
200,0,4.32,260.62,319.72,-0.06,-28.58,,
200,0,4.44,261.12,348.9,-0.3,-36.6,,
200,0,4.12,261.86,309.28,-0.36,-77,,
200,1,4.94,295.2,374.88,-0.14,-3.78,,
200,1,3.94,325.48,392.3,-0.6,33.84,,
200,0,4.48,323.92,408.34,0.58,54.16,,
200,0,4.82,276.32,362.94,0.14,9.36,,
200,1,5.4,297.24,380.94,0,0,,
200,0,4.32,280.68,299.98,-0.48,-62.22,,
200,0,4.34,245.8,311.1,-0.38,-38.76,,
200,1,3.88,276.38,338.28,-0.44,-7.48,,
200,0,4.46,280.3,380.66,-0.32,8.3,,
200,0,5.16,292.66,397.38,-0.22,39.8,,
200,0,4.18,346.34,363.44,-0.66,-32.26,,
200,0,4.4,266.56,366.46,-0.36,-12.64,,
200,1,4.82,325.28,389.6,0.8,63.94,,
200,1,4.98,298.4,351.34,0.16,-25.74,,
200,1,4.46,293.08,358.6,-0.08,6.42,,
200,1,4.58,334.12,380.74,-0.14,28.48,,
200,0,4.5,318.9,370.02,-0.16,-43.14,,
200,0,5.12,335.52,379.5,0.1,-2.4,,
200,0,4.52,256.16,325.8,0,0,,
200,0,4.72,263.98,353.04,0.1,-37.64,,
200,0,4.36,266.7,358.3,0.06,17.86,,
200,1,4.54,248.34,346.32,0.18,-18.08,,
200,1,4.56,293.4,339.14,0.16,-24.04,,
200,1,4.48,356.6,368.5,0.44,78.14,,
200,1,4.8,320.46,355.42,0.68,42.08,,
200,0,4,298.26,374.92,0.18,17.58,,
200,0,4.46,255.98,342.14,0,-11.54,,
200,1,4.58,302.64,388.1,-0.54,4.72,,
200,0,4.92,303.46,356.28,-0.1,-6.16,,
200,1,4.12,261.06,326.94,-0.24,-57.96,,
200,0,4.52,273.3,345.44,-0.08,9.96,,
200,0,4.66,300.26,369.7,0.38,2.46,,
200,0,4.82,256.18,317.28,-0.3,-9.54,,
200,1,4.26,299.62,336.08,-0.12,4.88,,
200,1,4.64,298.78,370.8,0.08,32.4,,
200,1,5.24,336.38,385.2,1.78,52.6,,
200,0,4.6,300.88,363.88,0,0,,
200,1,4.4,307.72,359.28,-0.24,-3.24,,
200,0,4.9,273,365.34,-0.1,7.7,,
200,1,4.16,310.98,362.86,-0.52,1.68,,
200,1,4.52,304.96,370.34,0.06,32.66,,
200,0,4.48,243.36,342.54,-0.78,-29.06,,
200,1,4.14,313.2,366.22,-0.14,24.32,,
200,1,5.24,278.24,377.22,-0.08,6.02,,
200,1,4.6,342.36,390.54,-0.12,49.52,,
200,1,4.66,281.64,367.02,-0.32,15.48,,
200,1,4.82,316.8,367.34,0.74,34.24,,
200,0,4.34,265.76,332.8,0,-21.92,,
200,0,3.98,230.04,324.88,-0.16,-15.26,,
200,1,4.96,299.36,345.48,0.34,-25.6,,
200,0,4.98,271.76,355.12,-0.46,-16.02,,
200,1,4.94,311.88,374.8,0.34,1.92,,
200,0,0,0,0,0,0,,
200,0,5.2,301.54,384.46,0.36,10.14,,
200,1,4.7,334.46,393.1,-0.08,29.68,,
200,0,4.46,276.64,352.2,0.22,7.9,,
200,0,4.4,285.98,339.66,-0.7,-17.04,,
200,1,4.84,335.16,392.54,-0.3,-6.56,,
200,0,4.82,259.66,369.76,0.16,40.56,,
200,0,4.62,299.1,359.3,0.06,-8.18,,
200,0,4.84,240.5,343.02,0.02,-35.04,,
200,1,3.8,358.92,362.62,-0.1,5.42,,
200,1,4.74,311.54,369.82,-0.5,1.64,,
200,0,4.56,294.54,367.46,0.38,15.4,,
200,0,5.16,289.08,372.78,0.32,-3.32,,
200,1,5.2,302.96,402.94,1.02,58.4,,
200,1,4.5,300.9,385.18,-0.58,17.68,,
200,0,3.8,307.66,336.48,0,0,,
200,1,4.94,347.26,388.66,0.96,65.72,,
200,0,4.94,296.82,380.98,0.02,7.1,,
200,0,4.02,228.2,332.36,-0.88,-48.64,,
200,1,5.46,325.82,407.96,1.44,81.24,,
200,0,4.56,242.1,325.98,-0.6,-75.24,,
200,1,4.84,326.8,381.24,-0.26,0.34,,
200,0,3.94,260.02,338.48,-0.1,-10.68,,
200,1,4.12,250.32,325.92,0.18,-0.16,,
